Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
Afghanistan,2630.0,1850.0,12900.0,0.06,0.58,0.23,0.07,0.53,1.51767,0.0
Albania,658.0,2080.0,4470.0,0.6,0.99,0.73,1.47,0.58,3.273015,0.923263
Algeria,2450.0,22300.0,60100.0,1.65,1.81,2.66,2.48,11.35,5.671132,0.813948
Angola,1810.0,8540.0,33500.0,0.14,0.12,1.03,0.33,1.87,6.33684,1.030337
Anguilla,0.11,2.74,2.17,0.0,0.0,0.0,0.0,0.0,0.777982,0.074183
Antigua and Barbuda,10.1,34.8,157.0,0.05,0.06,0.01,0.0,0.0,2.95835,0.50022
Argentina,27300.0,111000.0,91700.0,23.83,13.19,24.05,21.36,9.12,9.420259,1.207429
Armenia,544.0,1700.0,10900.0,2.06,2.86,1.25,4.13,0.63,5.093595,2.003466
Australia,38100.0,108000.0,162000.0,52.45,10.97,33.37,46.97,18.5,23.56913,1.130878
Austria,5580.0,12100.0,56300.0,10.39,13.67,9.55,15.14,7.5,9.799993,0.502543
Azerbaijan,1900.0,19100.0,35100.0,5.99,3.08,2.3,20.05,3.91,10.63376,1.8578
Bahamas,37.9,116.0,2820.0,0.54,0.58,0.07,0.01,0.45,17.12024,0.789017
Bahrain,24.5,983.0,2980.0,0.3,0.05,0.18,2.36,0.09,18.10413,0.520589
Bangladesh,7980.0,3320.0,100000.0,0.67,0.87,0.25,1.08,0.38,1.680176,1.213017
Barbados,54.1,127.0,494.0,0.13,0.14,0.02,0.0,0.01,2.81029,0.208562
Belarus,14500.0,16000.0,66200.0,24.95,10.1,9.39,12.43,7.46,10.67816,2.36961
Belgium,9840.0,18400.0,130000.0,29.28,33.07,11.83,43.79,12.17,16.38518,0.917277
Belize,64.5,105.0,219.0,0.03,0.03,0.0,0.0,0.0,3.11169,1.055234
Benin,495.0,371.0,1600.0,0.0,0.04,0.25,0.01,0.07,0.826865,0.477581
Bermuda,5.16,22.1,264.0,0.07,0.08,0.01,0.0,0.0,5.503582,0.098228
Bhutan,72.5,684.0,529.0,0.0,0.0,0.0,0.0,0.04,4.170639,3.54127
Bolivia,1930.0,3820.0,12400.0,0.22,0.37,0.98,0.61,1.3,3.945109,0.970084
Bosnia and Herzegovina,1060.0,3110.0,15800.0,3.02,2.58,1.84,7.8,0.54,5.243167,2.77192
Botswana,1040.0,115.0,2310.0,0.01,0.09,0.03,0.14,0.01,4.812163,3.547178
Brazil,54100.0,110000.0,188000.0,7.46,7.89,42.34,29.79,22.17,3.601051,0.611216
Brunei,106.0,8280.0,32700.0,0.23,0.02,0.08,0.07,7.88,302.6065,3.15964
Bulgaria,7540.0,12100.0,70500.0,21.21,25.81,5.17,12.09,6.12,10.53343,3.021246
Burkina Faso,449.0,1680.0,4700.0,0.0,0.09,0.03,0.09,0.03,1.194604,2.060292
Burundi,228.0,644.0,1650.0,0.0,0.02,0.01,0.01,0.01,0.719904,0.824351
Cambodia,392.0,1770.0,17800.0,0.02,0.09,0.06,0.02,0.04,2.796406,2.128578
Cameroon,1790.0,948.0,4770.0,0.03,0.06,0.56,0.08,0.21,1.120949,0.715759
Canada,23600.0,101000.0,370000.0,49.32,98.66,83.7,107.77,29.73,22.68153,1.112764
Cape Verde,19.1,40.8,70.6,0.0,0.08,0.03,0.07,0.0,0.478055,0.41643
Cayman Islands,2.2,11.9,47.1,0.01,0.01,0.0,0.0,0.0,6.385016,0.186109
Central African Republic,138.0,455.0,1300.0,0.0,0.03,0.01,0.03,0.01,1.015306,0.881827
Chad,230.0,2370.0,6350.0,0.0,0.06,0.02,0.06,0.02,2.403492,1.169555
Chile,3590.0,35700.0,30300.0,3.81,2.63,6.03,8.57,7.08,7.144654,0.936916
China,143000.0,1010000.0,961000.0,129.83,218.89,45.46,386.01,129.31,2.496497,4.572874
Colombia,12200.0,33200.0,49500.0,3.56,5.17,6.76,11.19,4.66,4.19292,0.988349
Comoros,37.7,10.2,155.0,0.0,0.01,0.0,0.01,0.0,0.866098,0.624422
Democratic Republic of the Congo,1600.0,3000.0,7600.0,0.03,1.07,0.42,0.43,0.42,0.592894,0.321826
Congo,260.0,2070.0,6420.0,0.04,0.04,0.35,0.14,0.22,6.222114,2.392047
Costa Rica,1020.0,3110.0,1450.0,0.09,0.08,0.68,0.43,0.16,2.941618,0.51894
