Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
Afghanistan,2310.0,1830.0,11600.0,0.17,0.57,0.24,0.02,0.47,1.307901,0.0
Albania,690.0,2180.0,4680.0,0.61,1.3,0.79,1.11,0.73,3.276542,0.893991
Algeria,2320.0,46500.0,151000.0,1.22,2.51,2.98,4.28,29.03,12.61195,1.775668
Angola,1900.0,11400.0,42600.0,0.17,0.14,1.45,0.44,2.5,7.676729,1.252859
Anguilla,0.11,2.78,2.11,0.0,0.0,0.0,0.0,0.0,0.762999,0.067869
Antigua and Barbuda,10.1,34.9,218.0,0.06,0.08,0.01,0.0,0.0,3.747918,0.565258
Argentina,29400.0,119000.0,97100.0,25.06,15.03,26.24,20.99,9.77,9.735081,1.233467
Armenia,596.0,1800.0,12800.0,2.74,3.26,1.48,4.66,0.67,5.603012,2.030655
Australia,36800.0,112000.0,178000.0,59.16,13.22,38.07,47.73,19.63,24.20492,1.119292
Austria,5920.0,12200.0,61900.0,10.83,15.45,11.15,16.47,7.94,10.52572,0.486617
Azerbaijan,2080.0,21300.0,40900.0,7.5,3.54,2.69,23.02,4.41,11.71954,1.866227
Bahamas,44.1,130.0,3670.0,0.6,0.85,0.06,0.01,0.47,21.15694,1.039505
Bahrain,30.8,1180.0,4510.0,0.35,0.04,0.23,3.65,0.24,23.88684,0.692717
Bangladesh,8430.0,4140.0,103000.0,1.04,0.74,0.23,1.4,0.65,1.676536,1.332403
Barbados,56.9,127.0,619.0,0.14,0.2,0.01,0.0,0.01,3.305922,0.23594
Belarus,15800.0,16900.0,76900.0,31.48,11.23,10.16,14.16,7.81,11.93151,2.35458
Belgium,10100.0,18500.0,147000.0,35.6,36.83,12.95,47.69,13.48,18.02258,0.922918
Belize,68.6,112.0,292.0,0.03,0.04,0.0,0.0,0.0,3.655142,1.140253
Benin,550.0,486.0,1770.0,0.02,0.06,0.32,0.01,0.08,0.899971,0.508303
Bermuda,5.81,23.6,382.0,0.08,0.11,0.01,0.0,0.0,7.618921,0.097825
Bhutan,75.0,693.0,541.0,0.0,0.0,0.0,0.0,0.04,3.986022,3.510162
Bolivia,2080.0,4210.0,13500.0,0.25,0.45,1.14,0.69,1.34,4.131091,0.926376
Bosnia and Herzegovina,1070.0,3180.0,16100.0,3.64,2.34,1.84,7.56,0.68,5.211066,2.658686
Botswana,1230.0,128.0,2770.0,0.01,0.09,0.04,0.16,0.01,5.368377,2.640699
Brazil,58600.0,139000.0,199000.0,6.57,10.52,56.28,38.75,26.58,3.865835,0.547379
Brunei,115.0,10800.0,42700.0,0.23,0.02,0.08,0.35,10.15,361.4686,3.367088
Bulgaria,7930.0,12800.0,74200.0,22.53,28.4,4.82,12.42,5.92,10.96779,2.76188
Burkina Faso,486.0,1500.0,4310.0,0.0,0.09,0.04,0.09,0.03,1.061213,1.616033
Burundi,243.0,690.0,1750.0,0.0,0.02,0.01,0.02,0.01,0.750689,0.929706
