Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
Afghanistan,2780.0,1990.0,13000.0,0.38,0.43,0.3,0.03,0.73,1.361826,0.0
Albania,863.0,2470.0,5760.0,0.51,2.02,1.04,1.22,0.75,3.610854,0.922893
Algeria,2790.0,51300.0,144000.0,2.82,3.8,4.54,6.56,27.53,11.18752,1.230142
Angola,1890.0,12100.0,49300.0,0.35,0.1,0.65,0.41,2.66,7.773207,1.436592
Anguilla,0.11,2.59,2.54,0.0,0.0,0.0,0.0,0.0,0.783613,0.065223
Antigua and Barbuda,11.0,35.5,212.0,0.07,0.07,0.01,0.0,0.0,3.552423,0.612652
Argentina,31900.0,139000.0,105000.0,26.39,18.6,27.24,20.79,12.08,10.27875,1.254001
Armenia,680.0,1910.0,16300.0,3.94,4.11,1.93,5.62,0.74,6.429758,2.070238
Australia,37900.0,112000.0,210000.0,80.8,11.91,44.74,59.16,13.28,25.39871,1.139867
Austria,6090.0,12400.0,59700.0,9.62,14.33,11.02,16.46,8.24,10.23789,0.423975
Azerbaijan,2350.0,28700.0,54100.0,10.46,4.58,3.74,29.57,6.13,14.52829,2.027472
Bahamas,46.1,137.0,3290.0,0.73,0.69,0.11,0.01,0.16,17.59755,1.18275
Bahrain,48.2,1490.0,6570.0,1.21,0.05,0.59,4.45,0.28,26.75971,0.576219
Bangladesh,9770.0,5770.0,103000.0,1.03,1.4,0.64,1.73,0.8,1.57587,1.423608
Barbados,49.6,121.0,641.0,0.17,0.17,0.02,0.0,0.01,3.260184,0.285195
Belarus,16900.0,18300.0,94500.0,40.22,13.48,11.1,18.76,8.63,13.72532,2.285201
Belgium,11000.0,18700.0,135000.0,30.48,32.81,14.98,45.06,11.75,16.79647,0.731694
Belize,71.4,128.0,315.0,0.04,0.03,0.01,0.0,0.0,3.751712,1.215553
