Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
Afghanistan,2520.0,2730.0,10300.0,0.44,0.99,0.53,0.06,0.64,1.294653,0.0
Albania,1150.0,3000.0,8060.0,0.98,2.06,1.32,2.86,0.82,4.210195,0.983689
Algeria,3510.0,60500.0,85100.0,8.11,7.76,8.16,16.77,16.8,6.810518,0.638535
Angola,2200.0,13400.0,53200.0,0.12,0.55,0.7,0.86,2.75,6.694927,1.604766
Anguilla,0.18,2.25,5.8,0.0,0.0,0.01,0.0,0.0,1.255776,0.081058
Antigua and Barbuda,15.5,47.5,193.0,0.06,0.06,0.02,0.0,0.0,3.623764,0.37104
Argentina,31800.0,141000.0,107000.0,19.32,20.54,30.04,23.29,13.38,9.323673,1.218958
Armenia,785.0,2000.0,19800.0,4.85,5.58,1.93,6.38,1.09,6.8797,2.052791
Australia,35900.0,111000.0,224000.0,96.55,10.65,53.23,47.6,14.49,23.92435,0.999689
Austria,5740.0,13400.0,58800.0,10.31,16.37,10.9,13.4,7.82,10.24254,0.365306
Azerbaijan,2680.0,21200.0,66600.0,13.67,6.98,4.19,38.25,4.14,13.80514,1.78673
Bahamas,45.7,144.0,2120.0,0.48,0.42,0.14,0.01,0.01,10.03681,0.44027
Bahrain,71.0,1790.0,9090.0,5.29,0.08,0.85,2.43,0.37,26.89935,0.683963
Bangladesh,11000.0,8110.0,98300.0,1.94,1.77,1.08,1.6,1.48,1.2943,1.060499
Barbados,58.4,127.0,776.0,0.19,0.2,0.06,0.01,0.04,3.766786,0.336304
Belarus,17600.0,20100.0,105000.0,46.15,15.26,11.1,20.55,10.96,14.37913,2.085185
Belgium,13000.0,18700.0,111000.0,25.63,26.07,16.02,34.16,9.57,14.44961,0.553492
Belize,79.8,134.0,276.0,0.04,0.03,0.01,0.0,0.0,3.055004,0.930496
Benin,813.0,537.0,2430.0,0.04,0.04,0.28,0.02,0.16,0.90996,0.549708
Bermuda,11.9,29.0,457.0,0.1,0.09,0.03,0.0,0.0,8.498071,0.136206
Bhutan,119.0,686.0,742.0,0.01,0.0,0.01,0.0,0.05,3.409266,2.20562
Bolivia,3130.0,5240.0,13800.0,0.45,0.79,1.72,1.63,0.54,3.642439,0.912576
Bosnia and Herzegovina,1170.0,4590.0,22100.0,10.53,4.52,1.97,4.35,0.75,6.40605,2.285623
Botswana,1530.0,1500.0,3540.0,0.57,0.06,0.32,0.46,0.01,5.714147,1.087118
Brazil,87800.0,187000.0,300000.0,10.01,19.48,67.61,51.34,38.82,4.329236,0.488651
Brunei,85.5,3180.0,4180.0,0.7,0.04,0.41,1.79,0.25,34.11856,0.278874
Bulgaria,9000.0,16300.0,89000.0,34.61,26.49,3.83,14.44,9.58,12.7466,1.689153
Burkina Faso,646.0,2200.0,5940.0,0.06,0.08,0.09,0.04,0.04,1.165969,1.59814
Burundi,341.0,597.0,1800.0,0.02,0.03,0.03,0.01,0.02,0.600134,0.603561
Cambodia,706.0,1240.0,9840.0,0.12,0.08,0.14,0.02,0.02,1.583364,2.594584
Cameroon,2490.0,4920.0,15700.0,0.06,0.31,1.58,0.19,5.72,2.374919,0.759883
Canada,39000.0,103000.0,431000.0,91.92,82.0,111.96,108.47,36.2,22.42219,0.830461
Cape Verde,26.2,57.4,73.9,0.02,0.03,0.03,0.01,0.0,0.509332,0.376873
Cayman Islands,3.0,15.9,97.7,0.03,0.02,0.01,0.0,0.0,6.289321,0.110635
Central African Republic,227.0,1130.0,2780.0,0.03,0.04,0.04,0.02,0.01,1.612349,1.955927
Chad,335.0,2020.0,5750.0,0.02,0.03,0.03,0.01,0.02,1.636986,1.675725
Chile,4210.0,18800.0,23300.0,3.48,2.28,6.26,8.2,2.56,3.859263,0.549703
China,253000.0,1090000.0,1920000.0,364.69,403.23,95.2,755.72,236.67,3.096589,3.496893
Colombia,14500.0,44900.0,56900.0,6.33,3.57,13.5,14.41,6.48,3.832215,0.576007
Comoros,40.6,24.0,181.0,0.01,0.01,0.01,0.0,0.0,0.712138,0.423049
