Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
Malawi,1460.0,2400.0,4960.0,0.64,0.17,0.46,0.16,0.18,0.618247,0.651771
Malaysia,11600.0,46300.0,216000.0,68.14,6.22,43.62,72.3,30.34,10.10562,0.488369
Maldives,19.1,44.7,681.0,0.3,0.07,0.29,0.06,0.0,2.157516,0.193251
Mali,1350.0,6340.0,17300.0,0.07,0.11,0.25,0.07,0.08,1.765559,1.145029
Malta,65.7,174.0,2630.0,1.98,0.06,0.54,0.0,0.05,6.969265,0.251506
Mauritania,2010.0,1890.0,6010.0,0.37,0.26,0.82,0.2,0.2,2.906499,0.858187
Mauritius,168.0,458.0,2740.0,2.02,0.17,0.84,0.44,0.02,2.717669,0.185131
Mexico,102000.0,134000.0,440000.0,130.11,32.61,151.18,120.6,38.8,5.95352,0.37154
Moldova,670.0,1770.0,8030.0,3.73,1.32,1.59,0.69,0.48,2.548206,0.753955
Mongolia,4680.0,11600.0,11900.0,7.9,1.66,1.62,1.66,0.24,10.75196,1.415228
Morocco,5790.0,13300.0,48700.0,16.44,6.78,12.23,7.72,5.85,2.147205,0.346187
Mozambique,2430.0,3260.0,10400.0,0.01,0.17,1.36,0.41,1.23,0.704242,0.821266
Myanmar,8250.0,13800.0,86700.0,2.06,0.75,2.04,2.74,0.62,2.197691,0.864711
Namibia,2820.0,1980.0,4300.0,0.24,0.91,1.52,0.26,0.02,4.317777,0.526361
Nepal,3150.0,4240.0,28200.0,0.01,0.78,1.34,0.75,0.23,1.344851,0.726608
Netherlands,8880.0,24400.0,180000.0,59.05,36.16,34.95,34.16,15.05,12.85662,0.273238
New Caledonia,95.9,235.0,1500.0,0.9,0.17,0.64,1.71,0.08,7.49922,0.417087
New Zealand,12000.0,37100.0,34300.0,9.62,3.0,13.89,6.95,3.48,19.50869,0.601724
Nicaragua,3210.0,4510.0,6740.0,1.63,0.4,1.52,0.65,0.31,2.58453,0.628402
Niger,1670.0,6430.0,17200.0,0.22,0.02,0.5,0.11,0.07,1.662187,2.036045
Nigeria,26200.0,83300.0,171000.0,7.77,5.09,25.21,14.7,35.62,1.864114,0.396064
Norway,3360.0,22300.0,45600.0,0.83,3.04,13.93,17.51,9.87,14.92106,0.229159
Oman,893.0,53800.0,21200.0,10.67,2.16,7.32,15.45,9.22,27.50644,0.612202
Pakistan,43400.0,157000.0,166000.0,41.63,15.77,32.17,40.94,22.67,2.239179,0.523983
Palau,0.69,2.03,32.6,0.58,0.14,0.55,0.12,0.0,1.747469,0.130576
Panama,1170.0,3810.0,7390.0,1.78,0.44,3.12,1.19,0.71,3.518476,0.236623
Papua New Guinea,660.0,3650.0,5890.0,1.26,0.46,0.92,0.21,0.88,1.501928,0.785776
Paraguay,4290.0,6790.0,18500.0,0.0,0.19,3.66,0.1,0.58,4.889306,0.709706
Peru,6550.0,21100.0,38800.0,7.84,2.76,13.79,10.81,3.56,2.322494,0.250969
Philippines,11500.0,79900.0,66200.0,29.87,4.78,22.2,14.33,8.92,1.736435,0.327078
Poland,26700.0,65900.0,318000.0,162.1,55.38,44.28,39.9,22.08,10.72195,0.535346
Portugal,3820.0,12400.0,58800.0,19.04,4.69,19.24,9.87,6.77,7.04986,0.256076
Puerto Rico,206.0,841.0,2520.0,1.49,0.25,0.02,0.01,0.58,0.955917,0.026453
Qatar,439.0,60900.0,39800.0,11.6,0.24,8.08,26.67,11.36,72.75532,0.600772
Romania,10500.0,22300.0,105000.0,41.79,9.72,14.97,24.71,13.29,6.615846,0.361544
Russia,62000.0,406000.0,1680000.0,889.72,174.54,245.28,244.03,203.68,14.99605,0.626847
Rwanda,1110.0,1240.0,3800.0,0.15,0.1,0.34,0.08,0.07,0.633007,0.51283
Saint Kitts and Nevis,17.4,24.7,146.0,0.06,0.01,0.04,0.01,0.0,3.733664,0.160283
Saint Lucia,32.3,55.5,449.0,0.1,0.02,0.06,0.01,0.0,3.171244,0.279937
Saint Vincent and the Grenadines,22.8,42.1,272.0,0.05,0.01,0.03,0.0,0.0,3.084878,0.294039
Samoa,39.0,97.8,157.0,0.05,0.01,0.04,0.01,0.0,1.600907,0.27948
Sao Tome and Principe,8.9,46.7,55.8,0.03,0.02,0.06,0.02,0.0,0.66781,0.25588
Saudi Arabia,7340.0,81000.0,366000.0,151.4,4.35,98.53,109.94,48.85,17.51863,0.389953
Senegal,2660.0,6210.0,8400.0,1.75,0.37,2.19,0.9,1.25,1.415293,0.650261
Serbia and Montenegro,3290.0,9920.0,61500.0,37.63,3.71,8.41,8.79,3.17,7.688534,0.65504
Seychelles,15.3,73.2,423.0,0.2,0.14,0.46,0.11,0.0,5.642389,0.293172
Sierra Leone,609.0,1070.0,3340.0,0.11,0.08,0.24,0.06,0.13,0.813072,0.703454
Singapore,1730.0,2540.0,44300.0,19.89,0.6,6.13,12.75,6.32,10.02205,0.152167
Slovakia,3070.0,6380.0,41800.0,8.82,6.47,7.33,12.81,5.4,9.490231,0.385266
Slovenia,949.0,3760.0,19600.0,6.36,2.14,6.06,2.24,2.78,11.98394,0.390173
Solomon Islands,128.0,181.0,267.0,0.07,0.02,0.07,0.01,0.01,1.142776,0.623415
Somalia,1090.0,5240.0,19000.0,0.16,0.11,0.37,0.09,0.04,2.225509,4.768394
South Africa,20000.0,78500.0,424000.0,247.1,37.22,48.77,90.25,62.54,10.37346,0.863475
Spain and Andorra,22000.0,42700.0,341000.0,102.68,33.77,109.86,63.44,31.53,8.825476,0.254739
Sri Lanka,2460.0,13600.0,12700.0,3.87,0.99,6.02,1.24,1.33,1.439798,0.186697
Sudan and South Sudan,15000.0,27200.0,70800.0,3.34,1.31,7.7,1.99,0.91,2.675543,0.806709
Suriname,173.0,558.0,1860.0,0.38,0.37,0.57,0.09,0.03,5.023539,0.373323
Swaziland,541.0,475.0,1390.0,1.46,0.18,0.31,0.23,0.01,2.07759,0.271659
Sweden,11000.0,12800.0,51100.0,7.84,2.51,21.84,10.77,8.1,8.102478,0.187099
Switzerland and Liechtenstein,2210.0,10900.0,46900.0,2.87,15.8,17.45,6.99,3.05,7.846128,0.142619
Syria,6020.0,15800.0,66200.0,25.94,10.53,15.17,9.72,4.78,4.33547,0.81032
Taiwan,4920.0,10000.0,270000.0,154.31,10.24,34.25,54.0,15.42,12.40934,0.349283
Tajikistan,1420.0,5130.0,3850.0,0.2,2.5,0.25,0.0,0.84,1.423245,0.714276
Tanzania,6230.0,12000.0,35600.0,1.24,0.65,3.02,0.42,0.82,1.244252,0.644691
Thailand,19900.0,110000.0,237000.0,78.82,17.32,53.07,65.95,23.83,5.51126,0.432172
Timor-Leste,223.0,188.0,1910.0,0.07,0.02,0.07,0.01,0.09,2.155185,1.426202
Togo,760.0,1600.0,3500.0,0.03,0.14,0.87,0.07,0.51,0.951819,0.802819
Tonga,24.3,67.8,191.0,0.07,0.02,0.07,0.01,0.0,2.748089,0.579167
Trinidad and Tobago,259.0,16300.0,39400.0,5.43,0.46,3.0,12.64,17.69,42.50864,1.345484
Tunisia,2380.0,8910.0,25300.0,7.13,4.11,4.65,5.16,4.28,3.519847,0.34979
Turkey,31100.0,83900.0,301000.0,105.83,68.22,44.67,46.51,36.89,5.909965,0.359304
Turkmenistan,5210.0,41100.0,62200.0,14.47,23.61,9.54,8.84,5.34,21.98023,2.485626
Turks and Caicos Islands,0.8,14.3,46.4,0.03,0.01,0.02,0.0,0.0,2.083413,0.151071
Uganda,3940.0,8430.0,22400.0,0.67,0.48,1.56,0.38,0.57,1.098286,0.761573
Ukraine,21400.0,65800.0,347000.0,129.78,42.56,39.92,82.49,52.2,9.410788,1.071298
United Arab Emirates,1940.0,31000.0,159000.0,66.33,0.3,26.16,53.69,17.84,27.87992,0.386583
United Kingdom,24600.0,80300.0,536000.0,198.04,104.12,122.74,83.56,28.15,10.32134,0.27468
United States,289000.0,626000.0,5710000.0,2445.35,609.7,1708.26,748.83,242.15,21.83369,0.432401
Uruguay,7860.0,7170.0,25500.0,2.72,1.13,2.68,0.95,0.33,12.0967,0.790152
Uzbekistan,9930.0,52200.0,121000.0,34.24,45.3,9.0,20.54,10.69,6.595035,1.796842
Vanuatu,70.2,125.0,366.0,0.02,0.01,0.02,0.0,0.0,2.489364,0.845869
Venezuela,12300.0,71900.0,186000.0,24.39,6.44,44.45,84.13,18.17,9.618758,0.536479
Viet Nam,19200.0,125000.0,106000.0,30.18,11.61,23.84,35.35,23.31,2.883497,0.719596
Virgin Islands,4.86,12.9,73.7,0.03,0.01,0.02,0.0,0.0,3.572509,0.131899
Yemen,4370.0,17200.0,25400.0,5.33,6.23,5.04,4.65,3.73,2.101778,0.489618
Zambia,1970.0,5710.0,8750.0,0.03,0.2,0.52,0.76,0.36,1.253309,0.436015
Zimbabwe,4150.0,11200.0,7960.0,2.66,2.39,1.02,1.39,0.6,1.720451,1.417634
