Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
Afghanistan,2220.0,2050.0,7890.0,0.56,0.99,0.56,0.08,0.27,0.935333,0.713383
Albania,846.0,3170.0,4400.0,0.33,1.32,0.53,1.62,0.58,2.571734,0.845116
Algeria,3570.0,72100.0,80400.0,10.59,7.54,16.88,19.7,15.09,5.877902,0.595392
Angola,2220.0,11800.0,40600.0,0.24,0.69,1.26,1.82,2.05,4.351067,1.033618
Anguilla,0.19,2.49,7.58,0.0,0.0,0.01,0.0,0.0,1.183314,0.070628
Antigua and Barbuda,14.9,44.9,248.0,0.1,0.09,0.04,0.01,0.0,4.566665,0.284068
Argentina,32700.0,130000.0,116000.0,22.26,22.12,29.97,30.43,10.97,8.403966,1.193959
Armenia,688.0,2090.0,21600.0,7.8,6.0,2.9,3.99,0.87,6.94315,2.084994
Australia,42200.0,125000.0,280000.0,131.14,12.1,60.59,57.21,16.09,25.89301,0.92067
Austria,4780.0,13000.0,66500.0,15.35,14.48,15.05,15.58,6.19,10.84639,0.341074
Azerbaijan,2380.0,23200.0,55300.0,20.61,7.8,4.76,18.87,4.34,10.9992,1.336414
Bahamas,50.9,147.0,2510.0,0.63,0.54,0.23,0.05,0.01,10.37958,0.454058
Bahrain,95.3,2120.0,12700.0,6.34,0.14,1.01,2.79,1.28,29.17793,0.763825
Bangladesh,14500.0,13500.0,97900.0,4.47,2.81,1.83,1.64,2.32,1.15756,0.889561
Barbados,68.2,136.0,1020.0,0.32,0.28,0.11,0.03,0.07,4.676259,0.368148
Belarus,12000.0,20500.0,105000.0,54.15,17.08,12.26,12.75,8.79,13.42051,1.689698
Belgium,8170.0,17500.0,120000.0,26.02,29.16,20.61,35.17,8.95,14.51364,0.471921
Belize,98.4,163.0,532.0,0.09,0.07,0.03,0.01,0.0,4.149023,0.741846
Benin,856.0,367.0,2740.0,0.03,0.03,0.13,0.02,0.17,0.770155,0.522158
Bermuda,11.7,24.2,481.0,0.14,0.12,0.05,0.01,0.0,8.427743,0.222722
Bhutan,133.0,742.0,722.0,0.02,0.02,0.02,0.08,0.07,2.971637,1.283545
Bolivia,3270.0,6800.0,17400.0,0.63,0.66,2.34,1.53,1.34,3.928771,1.02667
Bosnia and Herzegovina,957.0,4450.0,22000.0,8.7,5.11,1.86,5.77,0.55,6.267854,5.251769
Botswana,1510.0,2960.0,3610.0,1.4,0.14,0.71,0.49,0.06,5.69755,0.672827
Brazil,96800.0,237000.0,338000.0,14.03,27.25,85.97,63.98,44.57,4.415012,0.429485
Brunei,89.8,3710.0,4610.0,1.17,0.05,0.6,1.57,1.44,31.55631,0.411718
