Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
Ecuador,4360.0,29500.0,22000.0,5.28,4.58,9.96,5.59,4.53,4.002589,0.452542
Egypt,21600.0,57700.0,182000.0,54.57,18.08,33.46,46.05,35.53,3.344921,0.398189
El Salvador,1390.0,3570.0,7320.0,1.78,0.6,2.94,1.2,0.79,2.028233,0.281775
Equatorial Guinea,34.1,3280.0,6580.0,0.08,0.02,0.06,0.01,3.14,12.48192,0.414094
Eritrea,529.0,1220.0,3530.0,0.28,0.08,0.18,0.03,0.03,1.297013,0.824543
Estonia,706.0,2550.0,16300.0,11.42,0.65,2.3,1.18,2.95,14.46651,0.58914
Ethiopia,5670.0,24500.0,68800.0,0.01,1.23,2.34,1.23,0.89,1.255178,1.589067
Fiji,391.0,949.0,873.0,0.89,0.15,0.68,0.3,0.09,2.673803,0.336038
Finland,6840.0,14300.0,72000.0,34.62,5.54,12.81,13.49,3.45,17.64056,0.440882
France and Monaco,41100.0,69500.0,405000.0,53.95,107.53,131.22,69.88,35.48,8.368086,0.219039
French Polynesia,39.5,125.0,598.0,0.34,0.06,0.26,0.11,0.01,2.958176,0.167883
Gabon,215.0,5820.0,9490.0,0.58,0.2,0.37,0.66,3.91,10.74641,0.675257
Gambia,189.0,255.0,900.0,0.07,0.05,0.14,0.03,0.01,0.901624,0.596032
Georgia,1910.0,3360.0,5430.0,1.16,0.98,1.57,0.81,0.93,2.411802,0.475647
Germany,42500.0,78300.0,851000.0,355.12,169.01,153.48,121.49,54.86,11.914,0.299632
Ghana,2150.0,8710.0,9620.0,2.35,0.65,3.65,1.1,0.94,0.926067,0.351872
Greece,5380.0,23700.0,104000.0,44.92,13.94,22.29,12.95,9.4,11.69209,0.380769
Greenland,3.47,28.8,208.0,0.14,0.35,0.1,0.06,0.0,4.218537,0.194989
Grenada,19.4,44.6,422.0,0.06,0.02,0.04,0.01,0.0,4.709518,0.413525
Guatemala,3050.0,7720.0,11900.0,3.07,0.58,5.24,1.73,1.21,1.693917,0.262027
Guinea,1430.0,2210.0,8660.0,0.25,0.18,0.53,0.11,0.05,1.245139,1.035518
Guinea-Bissau,236.0,372.0,1120.0,0.07,0.05,0.14,0.03,0.01,1.222201,0.916024
Guyana,1080.0,1650.0,2370.0,0.32,0.09,0.23,0.03,0.01,6.803206,1.377627
Haiti,1440.0,2280.0,7970.0,0.18,0.28,1.18,0.39,0.26,1.242015,0.790158
Honduras,2600.0,7200.0,6170.0,1.61,0.58,2.24,1.97,0.8,2.118235,0.549721
Hong Kong,439.0,2050.0,42700.0,29.62,1.7,5.42,5.58,0.55,6.581886,0.151425
Hungary,7080.0,9670.0,59700.0,18.13,15.87,12.6,7.56,5.31,7.601341,0.329027
Iceland,376.0,533.0,3250.0,0.01,0.62,0.9,0.75,1.0,13.87252,0.343213
India,211000.0,731000.0,1370000.0,596.24,134.39,119.68,300.54,138.89,1.989233,0.575496
Indonesia,68400.0,387000.0,236000.0,99.49,37.86,67.14,135.63,43.22,3.010426,0.423564
Iran,36400.0,154000.0,504000.0,106.72,139.13,111.13,92.22,52.99,9.748306,0.641074
Iraq,5000.0,47900.0,75500.0,21.85,11.19,25.87,10.06,16.23,4.633665,0.396099
Ireland,7240.0,18600.0,49200.0,14.69,10.65,13.72,6.16,3.05,17.43325,0.360264
"Israel and Palestine, State of",2330.0,6260.0,65300.0,39.82,4.62,13.77,3.8,3.3,10.93998,0.382034
Italy,20500.0,46200.0,493000.0,163.41,83.43,124.26,78.05,43.28,9.480409,0.255048
Jamaica,553.0,1810.0,12300.0,3.66,0.77,2.14,5.17,0.56,5.315811,0.61759
Japan,24000.0,51700.0,1290000.0,494.86,141.75,228.76,297.27,97.13,10.66499,0.309898
Jordan,849.0,2770.0,20300.0,7.0,3.07,4.77,3.47,1.75,4.022394,0.440079
Kazakhstan,13100.0,52100.0,195000.0,97.93,16.35,10.53,48.11,30.38,16.56345,0.929775
Kenya,9960.0,9480.0,30600.0,1.69,0.97,3.2,2.58,1.32,1.350306,0.586233
Kiribati,4.75,24.9,27.7,0.01,0.0,0.01,0.0,0.0,0.60806,0.370475
North Korea,2960.0,24800.0,81100.0,12.2,14.91,1.0,48.44,4.52,4.523287,889.7799
South Korea,12700.0,36900.0,525000.0,215.06,62.99,85.96,100.62,57.01,11.74498,0.444338
Kuwait,750.0,25500.0,77900.0,37.78,0.43,9.26,19.83,10.55,43.80017,0.455206
Kyrgyzstan,1180.0,4550.0,4130.0,1.95,1.03,1.16,0.73,0.62,1.923805,0.781554
Laos,1720.0,1700.0,8040.0,0.27,0.02,0.11,0.48,0.22,1.959117,0.621755
Latvia,1250.0,2240.0,8750.0,2.23,1.32,3.32,1.17,0.71,5.499928,0.283482
Lebanon,766.0,1930.0,15600.0,8.23,0.81,3.9,0.72,1.9,4.50199,0.368464
Lesotho,242.0,555.0,1510.0,0.04,0.03,0.08,0.02,0.01,1.174703,0.634673
Liberia,266.0,599.0,1520.0,0.12,0.08,0.25,0.05,0.08,0.705708,1.132115
Libya,1340.0,56300.0,31300.0,22.05,1.65,12.77,5.32,13.8,15.12525,0.55354
Lithuania,4190.0,4540.0,14400.0,3.68,1.32,4.33,3.16,1.83,6.996882,0.354704
Luxembourg,271.0,525.0,12000.0,1.42,1.63,6.89,1.36,0.69,27.44299,0.298796
Macao,16.1,219.0,1910.0,0.77,0.13,0.59,0.26,0.01,4.352079,0.061106
Macedonia,493.0,1780.0,9680.0,5.84,0.55,1.02,1.51,0.79,5.794146,0.588275
Madagascar,2190.0,5810.0,18700.0,0.54,0.32,0.95,0.21,0.13,1.414309,0.99781
Malawi,1300.0,2310.0,4450.0,0.6,0.16,0.39,0.14,0.19,0.600498,0.702659
Malaysia,11200.0,44700.0,186000.0,57.52,5.27,39.0,60.0,28.39,9.2353,0.480633
Maldives,17.1,41.9,615.0,0.27,0.04,0.2,0.09,0.0,2.05836,0.217926
Mali,1170.0,5450.0,14800.0,0.07,0.11,0.24,0.07,0.08,1.619607,1.164408
Malta,62.9,156.0,2650.0,2.18,0.06,0.35,0.0,0.05,7.013926,0.272421
Mauritania,1890.0,2090.0,6610.0,0.56,0.39,1.18,0.24,0.3,3.287312,0.953099
Mauritius,162.0,402.0,2450.0,1.85,0.18,0.87,0.41,0.02,2.45875,0.185209
Mexico,94000.0,126000.0,429000.0,133.32,32.7,137.41,123.4,37.9,5.892308,0.373284
Moldova,709.0,2030.0,8170.0,3.81,1.77,1.2,0.74,0.5,2.631587,0.872538
Mongolia,3920.0,10900.0,9790.0,7.5,1.32,1.27,2.24,0.23,9.621671,1.483875
Morocco,5960.0,13000.0,46400.0,16.55,6.01,10.51,7.47,4.95,2.118531,0.366034
Mozambique,2160.0,2870.0,9210.0,0.02,0.18,1.13,0.3,1.24,0.660645,0.834504
Myanmar,10300.0,13100.0,84200.0,2.33,0.78,3.99,2.73,0.59,2.202426,1.117315
Namibia,2370.0,1870.0,4080.0,0.15,0.72,1.39,0.24,0.01,4.051471,0.526685
Nepal,2810.0,4040.0,27400.0,0.01,0.99,0.88,0.62,0.23,1.320463,0.767249
Netherlands,16200.0,24200.0,175000.0,55.95,36.21,35.31,35.28,14.32,13.11946,0.291023
New Caledonia,95.6,222.0,1700.0,0.94,0.12,0.55,1.0,0.07,8.518676,0.498675
New Zealand,12200.0,37100.0,35700.0,10.3,3.26,13.68,6.52,3.11,20.30841,0.622576
Nicaragua,3170.0,4580.0,6740.0,1.65,0.37,1.49,0.73,0.31,2.65791,0.681911
Niger,1470.0,5820.0,15800.0,0.22,0.02,0.41,0.07,0.07,1.633188,2.100426
Nigeria,25100.0,87600.0,178000.0,8.5,5.24,24.1,12.97,39.02,2.037526,0.465989
Norway,3980.0,21500.0,44900.0,0.77,3.56,13.68,17.45,9.36,15.06944,0.233855
Oman,816.0,43400.0,21700.0,9.54,2.34,4.09,17.7,8.43,25.50546,0.600938
Pakistan,39400.0,145000.0,155000.0,40.92,14.22,27.59,41.79,17.24,2.161532,0.517485
Palau,0.73,1.96,34.7,0.75,0.12,0.57,0.25,0.0,1.868703,0.130436
Panama,1160.0,3670.0,7570.0,1.88,0.58,3.04,1.65,0.44,3.658249,0.297081
Papua New Guinea,655.0,3300.0,5490.0,1.57,0.5,1.03,0.46,0.88,1.460619,0.831193
Paraguay,4100.0,6100.0,17100.0,0.0,0.19,3.23,0.18,0.5,4.642997,0.734425
Peru,6330.0,20800.0,31400.0,5.06,2.73,10.83,9.42,3.26,2.091436,0.26182
Philippines,11100.0,74200.0,63700.0,24.77,4.94,23.37,12.47,7.54,1.695821,0.343382
Poland,26900.0,67800.0,322000.0,171.94,57.6,38.26,40.47,21.64,10.8615,0.60526
Portugal,3840.0,12900.0,62000.0,22.15,5.48,19.01,9.8,6.73,7.430576,0.276021
Puerto Rico,202.0,968.0,2530.0,1.3,0.25,0.03,0.01,0.7,0.985535,0.026049
Qatar,330.0,48900.0,30200.0,10.58,0.19,5.65,22.03,10.25,78.64031,0.655008
Romania,9830.0,21800.0,109000.0,43.48,12.56,12.52,26.71,13.69,6.615804,0.427648
Russia,62000.0,408000.0,1670000.0,931.29,161.1,229.15,215.9,232.89,14.96539,0.713387
Rwanda,981.0,1100.0,3420.0,0.16,0.11,0.34,0.07,0.07,0.597685,0.548734
Saint Kitts and Nevis,14.8,23.0,141.0,0.04,0.01,0.03,0.0,0.0,3.637074,0.163142
Saint Lucia,32.8,55.1,415.0,0.07,0.02,0.05,0.01,0.0,3.038215,0.271259
Saint Vincent and the Grenadines,20.7,41.5,257.0,0.04,0.01,0.03,0.0,0.0,2.929069,0.292538
Samoa,39.0,106.0,156.0,0.05,0.01,0.04,0.02,0.0,1.663286,0.307504
Sao Tome and Principe,8.27,41.6,50.5,0.03,0.02,0.06,0.01,0.0,0.629645,0.257533
Saudi Arabia,7570.0,77100.0,324000.0,136.96,3.95,81.86,93.85,43.03,16.61315,0.403104
Senegal,2540.0,5670.0,7780.0,1.85,0.42,1.55,0.61,1.23,1.384149,0.655065
Serbia and Montenegro,3120.0,9890.0,63500.0,41.25,2.39,8.42,8.5,3.32,7.814121,0.750621
Seychelles,14.0,56.0,382.0,0.21,0.15,0.45,0.09,0.01,5.03542,0.279926
Sierra Leone,574.0,948.0,3680.0,0.13,0.09,0.28,0.06,0.12,0.889111,0.830398
Singapore,1730.0,2410.0,42100.0,19.87,0.46,5.81,12.15,5.71,10.01914,0.160892
Slovakia,3190.0,6360.0,42900.0,10.04,6.34,6.11,13.99,5.13,9.718359,0.461708
Slovenia,1010.0,3850.0,18700.0,6.43,2.25,4.55,2.57,2.85,11.75232,0.417748
Solomon Islands,117.0,162.0,269.0,0.07,0.01,0.06,0.02,0.01,1.137086,0.681684
Somalia,946.0,5580.0,19500.0,0.18,0.13,0.39,0.08,0.04,2.428596,5.504511
South Africa,20500.0,75700.0,379000.0,212.83,28.31,44.35,88.48,63.33,9.631305,0.853807
Spain and Andorra,23100.0,42900.0,360000.0,110.45,37.91,113.1,63.54,34.65,9.516868,0.280664
Sri Lanka,2190.0,13000.0,11600.0,3.22,1.23,5.99,1.35,1.15,1.362097,0.19678
Sudan and South Sudan,13000.0,26800.0,69700.0,3.01,1.56,5.94,1.8,0.88,2.733558,0.939808
Suriname,177.0,562.0,1850.0,0.48,0.39,0.53,0.09,0.03,5.125087,0.408348
Swaziland,498.0,473.0,1400.0,1.12,0.15,0.22,0.19,0.01,2.114423,0.283664
Sweden,13100.0,13500.0,55600.0,9.21,3.17,22.35,11.9,8.7,9.040957,0.211143
Switzerland and Liechtenstein,2220.0,7000.0,47300.0,3.03,16.73,16.7,7.17,3.1,7.553791,0.143071
Syria,6270.0,16600.0,61700.0,23.02,10.53,14.47,8.67,4.74,4.471054,0.896217
Taiwan,5100.0,10200.0,280000.0,154.43,10.59,37.67,58.23,15.32,12.97307,0.359818
Tajikistan,1230.0,4310.0,3590.0,0.59,1.79,0.16,0.0,1.02,1.303246,0.729363
Tanzania,6090.0,11600.0,33600.0,1.59,0.55,2.79,0.46,0.7,1.262038,0.703354
Thailand,17200.0,103000.0,229000.0,71.58,15.67,51.27,63.15,27.35,5.300684,0.441163
Timor-Leste,252.0,183.0,1420.0,0.07,0.01,0.06,0.02,0.14,1.769479,1.450725
Togo,735.0,1240.0,3330.0,0.1,0.13,0.58,0.07,0.35,0.908247,0.759976
Tonga,24.4,67.4,203.0,0.05,0.01,0.04,0.02,0.0,2.902318,0.589671
Trinidad and Tobago,245.0,15600.0,36900.0,5.22,0.45,2.63,11.13,17.7,40.48039,1.373541
Tunisia,2360.0,8420.0,24200.0,6.46,3.94,4.56,5.2,3.95,3.427086,0.371958
Turkey,31200.0,78500.0,273000.0,83.57,46.49,41.65,68.16,33.31,5.56339,0.348253
Turkmenistan,5350.0,39000.0,55100.0,12.37,20.36,8.61,7.86,5.58,20.67998,2.901944
Turks and Caicos Islands,0.62,13.1,37.7,0.0,0.0,0.0,0.0,0.0,1.857323,0.22693
Uganda,3280.0,6130.0,17100.0,0.35,0.25,0.76,0.15,0.37,0.897248,0.684321
Ukraine,19900.0,66100.0,356000.0,130.09,51.49,30.23,89.78,53.65,9.473082,1.20376
United Arab Emirates,1710.0,30600.0,127000.0,55.03,0.13,23.92,35.94,12.2,30.29552,0.341649
United Kingdom,25400.0,89500.0,558000.0,212.02,101.05,128.85,90.93,29.12,11.07195,0.294471
United States,297000.0,609000.0,5830000.0,2448.37,577.5,1806.01,770.21,265.27,22.60136,0.44616
Uruguay,6440.0,7030.0,24000.0,1.68,1.11,2.4,0.89,0.33,11.24025,0.834132
Uzbekistan,9580.0,49600.0,120000.0,37.29,43.6,8.72,19.86,9.99,6.677164,2.106434
Vanuatu,66.6,106.0,310.0,0.02,0.0,0.02,0.01,0.0,2.249795,0.814381
Venezuela,11800.0,71000.0,168000.0,23.85,5.12,39.79,64.51,16.17,9.188522,0.570132
Viet Nam,19100.0,102000.0,104000.0,26.67,11.42,19.19,24.15,20.53,2.645022,0.732832
Virgin Islands,4.51,12.4,64.3,0.01,0.0,0.01,0.0,0.0,3.398138,0.097776
Yemen,4080.0,15600.0,22700.0,4.3,5.39,5.17,4.03,3.79,2.000263,0.474847
Zambia,2740.0,5940.0,8860.0,0.03,0.19,1.01,0.72,0.42,1.417235,0.543557
Zimbabwe,4140.0,11300.0,10500.0,3.85,2.28,1.28,2.15,1.02,1.979328,1.251389
