Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
Afghanistan,3050.0,2230.0,12100.0,0.38,0.29,0.17,0.06,0.21,0.893531,0.82586
Albania,836.0,3170.0,3100.0,0.21,0.75,1.4,0.56,0.2,2.279518,0.475063
Algeria,4090.0,81700.0,79800.0,15.6,9.09,16.47,19.75,20.08,5.381295,0.539799
Angola,2920.0,18100.0,43100.0,0.62,1.26,1.16,1.71,13.39,4.022496,1.144943
Anguilla,0.25,2.94,11.8,0.0,0.0,0.01,0.0,0.0,1.384431,0.06114
Antigua and Barbuda,18.5,45.6,257.0,0.1,0.06,0.08,0.02,0.0,3.92915,0.22485
Argentina,37200.0,118000.0,150000.0,29.61,26.32,41.11,42.27,12.94,8.343205,0.937009
Armenia,399.0,1640.0,3200.0,1.46,0.38,0.07,1.03,0.27,1.694751,0.617982
Australia,46700.0,122000.0,352000.0,176.12,14.44,72.77,65.45,19.16,27.61083,0.801205
Austria,4570.0,11400.0,67200.0,14.47,14.01,17.82,15.21,5.93,10.33886,0.277838
Azerbaijan,1800.0,9820.0,26500.0,14.7,5.68,1.57,3.81,0.73,4.732655,1.180074
Bahamas,74.8,165.0,2530.0,0.67,0.39,0.55,0.13,0.01,9.449135,0.374664
Bahrain,116.0,2880.0,15700.0,11.03,0.17,1.45,2.74,1.93,29.33913,0.653776
Bangladesh,18200.0,25200.0,99100.0,8.61,4.92,3.1,3.03,4.95,1.10404,0.694479
Barbados,70.0,125.0,1120.0,0.31,0.21,0.23,0.07,0.11,4.879229,0.352758
Belarus,9080.0,15200.0,59800.0,33.35,7.62,7.1,6.01,5.87,8.422645,1.218041
Belgium,9410.0,17100.0,124000.0,25.22,30.15,24.4,32.56,10.78,14.65049,0.412334
Belize,112.0,165.0,691.0,0.08,0.05,0.07,0.02,0.0,4.048953,0.636265
Benin,1270.0,1470.0,3400.0,0.05,0.29,0.85,0.16,0.13,0.922296,0.568071
