Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
Gambia,138.0,215.0,664.0,0.02,0.04,0.07,0.03,0.01,0.87562,0.593895
Georgia,1760.0,3320.0,5420.0,1.53,1.32,1.25,0.8,0.52,2.175778,0.761811
Germany,47600.0,105000.0,907000.0,343.67,193.99,172.81,136.42,59.64,13.00246,0.365993
Ghana,1740.0,6340.0,7660.0,1.17,0.86,2.78,0.65,0.88,0.87272,0.398295
Greece,5970.0,23000.0,89700.0,37.69,10.49,19.42,13.14,8.92,10.75156,0.464947
Greenland,3.23,28.7,189.0,0.0,0.0,0.0,0.0,0.0,3.941845,0.212728
Grenada,11.4,32.7,205.0,0.05,0.02,0.03,0.01,0.0,2.461957,0.284801
Guatemala,2550.0,6580.0,8640.0,2.02,0.89,3.41,1.32,0.99,1.596841,0.270324
Guinea,1250.0,1480.0,5740.0,0.12,0.2,0.4,0.14,0.16,0.995304,0.904826
Guinea-Bissau,170.0,325.0,949.0,0.03,0.05,0.09,0.03,0.01,1.203131,0.909424
Guyana,1330.0,1630.0,2290.0,0.31,0.13,0.2,0.05,0.01,6.923209,1.56835
Haiti,1220.0,1530.0,5260.0,0.25,0.1,0.64,0.31,0.23,0.969307,0.55798
Honduras,2570.0,4780.0,4360.0,1.31,0.39,1.83,0.79,0.46,1.891483,0.559451
Hong Kong,546.0,1980.0,43500.0,23.62,1.65,11.76,4.41,0.78,7.103042,0.224042
Hungary,6110.0,9540.0,61200.0,24.62,14.41,8.4,8.7,5.0,7.470803,0.455862
Iceland,363.0,503.0,2710.0,0.02,0.83,0.61,0.63,0.61,12.97513,0.411936
India,184000.0,666000.0,984000.0,396.08,108.85,88.78,200.36,89.95,1.804353,0.780407
Indonesia,64700.0,280000.0,216000.0,50.34,33.18,59.2,100.32,35.79,2.721259,0.482787
Iran,26100.0,124000.0,303000.0,58.63,93.51,63.73,50.19,35.89,7.086052,0.624029
Iraq,5450.0,45700.0,93100.0,34.36,7.28,24.22,13.34,12.85,6.498854,0.599397
Ireland,8440.0,16400.0,40500.0,14.82,9.54,8.65,4.6,2.87,17.43407,0.526265
"Israel and Palestine, State of",2280.0,4790.0,53600.0,29.55,3.56,11.79,4.41,4.28,10.52413,0.417125
Italy,27800.0,53500.0,449000.0,131.55,78.13,113.42,88.69,36.91,9.27776,0.272048
Jamaica,565.0,1750.0,9890.0,5.44,0.38,1.84,1.8,0.43,4.674111,0.590686
Japan,32500.0,61900.0,1200000.0,423.59,151.3,245.58,269.04,98.32,10.20876,0.32349
Jordan,807.0,2300.0,15000.0,5.5,2.32,3.25,2.67,1.22,3.667257,0.528771
Kazakhstan,11100.0,40200.0,137000.0,56.77,16.03,7.93,47.53,13.58,12.27253,1.375551
Kenya,7500.0,8390.0,26200.0,0.9,1.3,2.71,1.67,0.92,1.413359,0.646014
Kiribati,3.79,20.5,23.6,0.01,0.0,0.01,0.0,0.0,0.58698,0.351592
North Korea,2540.0,20300.0,62900.0,8.65,11.65,2.12,37.21,3.23,3.802933,692.0306
South Korea,16400.0,35900.0,386000.0,116.17,66.49,65.17,95.84,43.57,9.400895,0.541328
Kuwait,500.0,22400.0,46500.0,19.37,0.32,5.84,13.31,7.73,37.82161,0.497657
Kyrgyzstan,1230.0,4230.0,6220.0,1.81,1.51,1.22,1.17,0.5,2.439376,1.256082
Laos,1400.0,1540.0,6710.0,0.09,0.07,0.09,0.22,0.06,1.872893,0.873783
Latvia,1280.0,2370.0,8880.0,3.53,1.09,1.94,1.46,0.71,5.156068,0.520841
Lebanon,759.0,1520.0,16400.0,7.99,1.49,4.46,0.94,1.5,5.991911,0.472187
Lesotho,211.0,435.0,1140.0,0.01,0.02,0.05,0.02,0.01,0.977468,0.623514
Liberia,198.0,384.0,975.0,0.04,0.07,0.14,0.05,0.02,0.610402,1.007725
Libya,1260.0,48500.0,32900.0,14.43,2.2,9.95,8.78,13.21,15.91078,0.733325
Lithuania,3390.0,4700.0,16100.0,6.03,1.46,3.82,2.98,1.72,6.792145,0.590182
Luxembourg,236.0,560.0,7840.0,0.16,1.65,3.82,1.49,0.73,20.2814,0.288263
Macao,16.9,180.0,1260.0,0.4,0.29,0.39,0.11,0.01,3.554433,0.093341
Macedonia,606.0,1700.0,10100.0,6.91,0.44,1.01,1.28,0.46,6.173752,0.771968
Madagascar,1560.0,6000.0,17600.0,0.14,0.22,0.42,0.16,0.07,1.69571,1.211612
Malawi,1040.0,1350.0,3390.0,0.09,0.12,0.23,0.1,0.1,0.540136,0.614104
Malaysia,9530.0,39600.0,108000.0,33.63,4.06,25.15,34.86,12.65,7.094136,0.480088
Maldives,10.5,41.2,166.0,0.09,0.07,0.09,0.02,0.0,0.807247,0.126415
Mali,966.0,3930.0,10600.0,0.06,0.09,0.19,0.07,0.06,1.497497,1.449592
Malta,70.5,117.0,2420.0,1.62,0.09,0.65,0.01,0.04,6.665424,0.29584
Mauritania,1120.0,1700.0,4960.0,0.35,0.57,1.12,0.4,0.06,3.051788,1.119417
Mauritius,163.0,338.0,981.0,0.84,0.15,0.53,0.27,0.01,1.271966,0.123096
Mexico,72800.0,126000.0,369000.0,111.31,31.92,98.31,103.81,38.35,5.743739,0.401888
Moldova,812.0,2390.0,8630.0,4.96,1.79,1.08,0.6,0.2,2.780303,1.376919
Mongolia,4270.0,8610.0,10200.0,6.25,0.5,0.79,0.98,0.09,9.813737,2.156005
Morocco,5010.0,11600.0,32800.0,10.31,4.26,7.27,5.71,3.54,1.753878,0.389246
Mozambique,1850.0,1320.0,7050.0,0.02,0.17,0.84,0.12,0.17,0.596614,1.10421
Myanmar,8680.0,9760.0,59000.0,2.5,0.8,2.95,1.51,0.56,1.722878,1.286379
Namibia,2060.0,1660.0,3610.0,0.05,0.68,1.11,0.19,0.07,4.046472,0.676168
Nepal,2550.0,3990.0,25200.0,0.09,1.03,0.77,0.31,0.3,1.390592,0.962821
Netherlands,13200.0,32100.0,177000.0,59.69,39.83,31.54,35.11,14.47,14.09565,0.363827
New Caledonia,97.9,250.0,1290.0,0.35,0.25,0.34,0.47,0.01,8.0388,0.529956
New Zealand,10500.0,30600.0,33700.0,5.68,2.85,11.31,6.88,3.69,19.78451,0.744966
Nicaragua,2620.0,3590.0,5260.0,1.42,0.19,1.34,0.4,0.22,2.354245,0.731666
Niger,1070.0,4110.0,11100.0,0.28,0.19,0.23,0.23,0.05,1.543126,1.866382
Nigeria,20500.0,88200.0,211000.0,5.97,5.34,18.02,8.36,54.1,2.74516,0.970792
Norway,4430.0,18500.0,46200.0,0.56,3.87,12.68,18.64,10.4,15.54743,0.276094
Oman,602.0,20000.0,16100.0,6.2,1.71,2.49,4.87,4.62,16.27973,0.38753
Pakistan,21700.0,97500.0,123000.0,27.12,11.52,24.56,23.36,10.92,1.83478,0.540686
Palau,0.98,1.79,26.1,0.77,0.56,0.75,0.2,0.01,1.557074,0.103156
Panama,1040.0,3320.0,5730.0,1.89,0.35,2.16,1.0,0.33,3.465009,0.345794
Papua New Guinea,563.0,3200.0,3360.0,0.68,0.49,0.57,0.15,0.79,1.346219,0.708736
Paraguay,4520.0,5660.0,16200.0,0.02,0.22,3.48,0.3,0.5,5.189593,0.787753
Peru,5690.0,19100.0,27300.0,3.66,4.13,9.35,7.28,2.74,2.068792,0.32199
Philippines,10200.0,77400.0,50800.0,21.46,6.09,27.26,14.63,7.96,1.851368,0.45215
Poland,25700.0,77800.0,332000.0,168.93,50.39,28.19,64.58,21.4,11.3049,0.84733
Portugal,4300.0,12200.0,58500.0,19.06,4.9,15.52,12.58,6.24,7.301407,0.300563
Puerto Rico,225.0,923.0,2610.0,1.14,0.26,0.02,0.03,0.66,0.996012,0.031456
Qatar,242.0,29800.0,21600.0,7.02,0.16,2.47,10.77,9.09,93.74927,1.54884
Romania,10500.0,21200.0,109000.0,45.5,10.2,11.05,29.71,12.18,6.241984,0.623776
Russia,58700.0,330000.0,1520000.0,858.1,168.93,196.38,182.95,185.23,12.95565,1.08454
Rwanda,829.0,682.0,2340.0,0.07,0.12,0.23,0.08,0.05,0.546238,0.699662
Saint Kitts and Nevis,16.5,23.4,125.0,0.02,0.01,0.01,0.0,0.0,3.715874,0.205969
Saint Lucia,35.0,55.3,280.0,0.05,0.02,0.03,0.01,0.0,2.4183,0.251639
Saint Vincent and the Grenadines,21.9,41.0,222.0,0.03,0.01,0.02,0.01,0.0,2.63873,0.364809
Samoa,34.6,116.0,139.0,0.04,0.03,0.04,0.01,0.0,1.674936,0.418893
Sao Tome and Principe,6.21,24.7,32.8,0.01,0.01,0.02,0.01,0.0,0.477447,0.219435
Saudi Arabia,6460.0,64700.0,244000.0,93.99,3.16,57.91,65.13,25.62,15.87244,0.433857
Senegal,2200.0,3700.0,6700.0,1.2,0.47,1.02,0.5,0.51,1.338088,0.728928
Serbia and Montenegro,3790.0,12100.0,59600.0,38.05,4.01,4.9,9.24,3.44,7.331699,1.112291
Seychelles,11.0,30.1,131.0,0.06,0.09,0.19,0.07,0.0,2.178482,0.118879
Sierra Leone,439.0,685.0,2180.0,0.09,0.14,0.28,0.1,0.06,0.757689,0.828528
Singapore,4040.0,1810.0,45500.0,20.96,0.6,5.08,10.42,3.61,13.75286,0.285248
Slovakia,2960.0,6030.0,45000.0,13.67,9.11,4.17,12.62,5.18,10.01004,0.663937
Slovenia,1070.0,3470.0,17400.0,6.28,3.1,3.79,1.87,1.67,11.03596,0.537729
Solomon Islands,88.2,121.0,238.0,0.04,0.03,0.04,0.01,0.01,1.145781,0.534709
Somalia,797.0,5470.0,17900.0,0.06,0.09,0.19,0.07,0.03,2.871802,10.10172
South Africa,21900.0,69600.0,320000.0,192.08,15.14,34.89,49.88,63.3,9.262658,1.005248
Spain and Andorra,24200.0,40100.0,274000.0,75.16,25.44,84.19,57.61,31.04,8.387907,0.301777
Sri Lanka,1900.0,9050.0,10700.0,1.17,1.06,4.88,1.15,0.72,1.164973,0.229959
Sudan and South Sudan,4970.0,20900.0,55000.0,0.93,0.3,2.98,0.42,0.32,2.518236,1.142162
Suriname,188.0,672.0,1600.0,0.33,0.14,0.21,0.06,0.08,5.332048,0.527149
Swaziland,189.0,479.0,1340.0,0.32,0.17,0.16,0.25,0.01,1.958045,0.288561
Sweden,6290.0,13700.0,63400.0,11.04,9.58,20.63,15.99,6.22,9.395254,0.2795
Switzerland and Liechtenstein,2400.0,5590.0,46300.0,2.94,18.06,14.99,6.64,2.82,7.632971,0.162665
Syria,5260.0,25900.0,46200.0,12.73,7.45,9.3,8.04,8.32,4.959372,4.260798
Taiwan,4580.0,10500.0,205000.0,93.05,9.68,31.83,52.13,15.8,10.18687,0.342534
Tajikistan,1030.0,3310.0,3260.0,0.7,1.94,0.12,0.0,0.5,1.262574,1.163756
Tanzania,2850.0,8690.0,24700.0,0.08,0.46,1.39,0.45,0.47,1.117983,0.810355
Thailand,16700.0,93100.0,163000.0,55.31,11.5,43.97,35.25,17.53,4.432188,0.515056
Timor-Leste,124.0,169.0,745.0,0.04,0.03,0.04,0.01,0.07,1.199981,1.043511
Togo,578.0,1060.0,2660.0,0.14,0.09,0.48,0.12,0.23,0.918843,0.688527
Tonga,24.0,63.4,153.0,0.04,0.03,0.04,0.01,0.0,2.476965,0.572236
Trinidad and Tobago,180.0,4630.0,17200.0,3.69,0.19,1.55,4.05,7.54,17.39714,1.112247
Tunisia,2200.0,7580.0,19100.0,5.56,3.42,3.61,3.5,3.02,3.044606,0.434496
Turkey,31000.0,74100.0,206000.0,60.01,30.7,31.72,54.76,28.24,5.076857,0.390103
Turkmenistan,2050.0,13700.0,32800.0,7.16,17.27,3.26,2.71,2.25,11.00298,2.476822
Turks and Caicos Islands,0.38,7.33,18.8,0.0,0.0,0.0,0.0,0.0,1.54629,3.287854
Uganda,2750.0,4790.0,13000.0,0.12,0.2,0.4,0.14,0.22,0.909432,0.905362
Ukraine,19500.0,70800.0,362000.0,139.15,46.72,33.57,87.01,55.83,9.096415,2.021167
United Arab Emirates,1230.0,26600.0,87600.0,23.84,0.26,13.23,41.07,8.11,40.67087,0.402671
United Kingdom,41900.0,119000.0,548000.0,175.16,113.74,121.19,104.39,35.98,12.11424,0.391612
United States,303000.0,642000.0,5730000.0,2405.78,592.03,1640.35,777.21,302.28,24.22749,0.560569
Uruguay,5820.0,6300.0,21700.0,0.32,1.24,2.69,1.09,0.45,10.28081,0.760616
Uzbekistan,8570.0,40500.0,120000.0,36.89,45.27,10.24,20.32,6.85,6.994145,3.004516
Vanuatu,46.1,111.0,321.0,0.02,0.01,0.02,0.0,0.0,2.685662,0.97261
Venezuela,9470.0,74300.0,150000.0,17.02,4.56,33.22,64.88,15.7,9.921454,0.645746
Viet Nam,17200.0,49400.0,84200.0,10.49,6.84,9.2,13.7,8.72,1.922246,0.820235
Virgin Islands,4.2,11.0,50.5,0.01,0.01,0.01,0.0,0.0,3.331271,0.123347
Yemen,3140.0,9340.0,12800.0,2.93,3.02,4.08,1.24,1.58,1.498329,0.395706
Zambia,2340.0,5880.0,7440.0,0.08,0.21,0.7,1.04,0.31,1.56014,0.769205
Zimbabwe,4260.0,11400.0,14800.0,6.1,2.91,2.12,2.49,1.14,2.556185,0.929241
