Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
Cuba,8300.0,15000.0,31900.0,7.35,4.4,5.02,12.94,2.31,5.680446,0.545975
Cyprus,190.0,834.0,2920.0,0.85,0.11,0.57,0.7,0.68,5.856043,0.663727
Czechia,9490.0,19800.0,188000.0,48.79,37.56,7.15,71.81,22.44,21.1457,1.243875
Denmark,8950.0,9990.0,62900.0,19.04,21.32,9.3,9.89,3.47,16.01666,0.615527
Djibouti,122.0,372.0,472.0,0.1,0.28,0.27,0.26,0.0,3.135581,0.542835
Dominica,16.9,31.4,37.9,0.01,0.0,0.0,0.0,0.0,1.16054,0.301456
Dominican Republic,1410.0,6450.0,6360.0,2.54,0.25,1.79,1.25,0.53,2.565031,0.555033
Ecuador,2430.0,11200.0,13600.0,1.72,1.58,4.19,1.75,1.35,3.601744,0.505077
Egypt,9000.0,27800.0,37900.0,5.76,6.59,6.3,14.3,5.07,1.776204,0.397577
El Salvador,1460.0,3150.0,2620.0,0.14,0.16,1.07,0.65,0.58,1.637878,0.289563
Equatorial Guinea,17.8,42.1,86.7,0.0,0.01,0.01,0.01,0.0,0.599655,0.424196
Eritrea,42.9,703.0,1940.0,0.03,0.0,0.06,0.05,0.02,1.193608,0.0
Estonia,1510.0,3830.0,45100.0,5.51,2.23,2.66,4.66,1.39,34.65591,3.095644
Ethiopia,1350.0,12900.0,33100.0,0.16,0.13,0.66,0.3,0.1,1.391198,1.94779
Fiji,245.0,738.0,585.0,0.27,0.25,0.3,0.08,0.05,2.572544,0.514327
Finland,6690.0,12400.0,58200.0,18.69,12.84,7.78,15.33,3.55,16.24151,0.860954
France and Monaco,68500.0,85300.0,515000.0,107.93,136.88,86.42,136.66,46.38,12.451,0.536208
French Polynesia,17.4,77.2,141.0,0.05,0.05,0.06,0.01,0.0,1.648261,0.145312
Gabon,126.0,6490.0,20000.0,0.05,0.06,0.55,1.08,3.57,38.37279,1.74341
Gambia,70.1,163.0,533.0,0.01,0.03,0.02,0.02,0.0,1.348868,0.761876
Georgia,3170.0,3860.0,34500.0,11.81,4.26,4.83,11.47,7.23,8.373506,1.498524
Germany,77100.0,162000.0,1140000.0,391.04,267.16,122.59,270.87,89.38,17.56572,0.718357
Ghana,1040.0,3000.0,4520.0,0.04,0.6,1.37,0.52,0.47,0.826126,0.418437
Greece,6520.0,16000.0,51500.0,16.59,6.55,8.52,10.98,8.88,7.886572,0.406037
Greenland,2.58,25.3,139.0,0.0,0.0,0.0,0.0,0.0,3.342925,0.22103
Grenada,8.52,33.5,54.0,0.01,0.01,0.0,0.0,0.0,1.077581,0.260904
Guatemala,1520.0,4350.0,4170.0,1.15,0.37,1.27,0.97,0.4,1.447354,0.258732
Guinea,752.0,990.0,4800.0,0.06,0.15,0.15,0.14,0.09,1.480863,1.352753
Guinea-Bissau,60.9,195.0,728.0,0.0,0.01,0.01,0.01,0.0,1.248497,0.85453
Guyana,1690.0,1610.0,1940.0,0.31,0.21,0.04,0.0,0.01,6.806012,1.798506
Haiti,1100.0,890.0,4260.0,0.04,0.04,0.29,0.28,0.24,1.145579,0.468469
Honduras,1630.0,1700.0,3550.0,0.1,0.3,0.62,0.56,0.12,1.98935,0.620219
Hong Kong,173.0,1320.0,16300.0,7.67,1.23,1.91,4.64,0.68,3.820146,0.28666
Hungary,13600.0,15100.0,93500.0,34.11,20.6,8.88,21.22,9.26,11.42826,1.070302
Iceland,446.0,502.0,2540.0,0.04,0.81,0.46,0.45,0.78,15.5695,0.715526
India,95500.0,522000.0,289000.0,50.93,39.92,49.6,89.02,40.19,1.363085,0.932971
Indonesia,43800.0,84400.0,234000.0,6.27,14.79,14.73,16.74,29.84,2.571404,0.963488
Iran,12700.0,255000.0,145000.0,12.05,28.04,21.63,24.83,63.14,11.47097,0.479431
Iraq,3440.0,99300.0,46400.0,6.47,3.77,7.25,5.23,23.72,11.59641,1.04689
Ireland,7130.0,14000.0,25100.0,7.77,6.34,4.63,4.48,1.95,13.82288,0.904643
"Israel and Palestine, State of",1540.0,2740.0,20100.0,8.86,1.81,4.04,3.87,1.55,6.79194,0.40812
Italy,28800.0,54400.0,383000.0,85.0,82.22,64.15,106.89,44.59,8.314448,0.397503
Jamaica,348.0,1120.0,7280.0,1.22,1.25,0.95,3.58,0.28,4.155071,0.555839
Japan,28200.0,94700.0,1010000.0,325.74,132.47,147.94,289.49,117.84,9.81515,0.547944
Jordan,340.0,820.0,3670.0,0.7,0.56,1.57,0.55,0.3,2.160768,0.42594
Kazakhstan,18400.0,73800.0,239000.0,66.16,18.74,10.82,129.21,14.55,22.71792,2.069053
Kenya,4920.0,6270.0,17600.0,0.33,0.87,1.8,1.15,0.77,1.910357,0.869994
Kiribati,2.9,10.4,16.7,0.01,0.01,0.01,0.0,0.0,0.521516,0.135971
North Korea,5540.0,23700.0,104000.0,13.29,15.42,4.11,62.04,9.21,7.8521,0.0
South Korea,5960.0,35300.0,122000.0,22.8,39.36,13.84,31.41,14.97,4.422548,0.837093
Kuwait,300.0,43700.0,30000.0,6.78,4.55,3.02,5.66,10.07,60.29634,0.530087
Kyrgyzstan,2090.0,6210.0,22300.0,1.63,4.21,2.84,12.81,0.83,8.806849,2.785761
Laos,669.0,1470.0,4910.0,0.11,0.1,0.12,0.01,0.01,2.227183,1.788083
Latvia,2640.0,4480.0,18700.0,6.67,3.23,2.41,4.68,1.29,10.3237,1.244714
Lebanon,418.0,1030.0,6620.0,1.47,1.11,1.47,1.76,0.82,3.095434,0.266078
Lesotho,143.0,456.0,1150.0,0.01,0.03,0.02,0.02,0.0,1.408956,1.309924
Liberia,181.0,712.0,816.0,0.13,0.35,0.35,0.33,0.08,0.964658,0.0
Libya,786.0,22700.0,47500.0,4.05,0.75,3.73,3.39,10.77,23.82366,0.456458
Lithuania,5780.0,6690.0,30200.0,6.98,6.58,3.2,11.22,2.3,12.61765,1.009735
Luxembourg,237.0,551.0,14900.0,1.94,1.66,1.06,9.5,0.77,43.54082,1.28505
Macao,3.65,67.6,283.0,0.13,0.12,0.14,0.03,0.01,1.50554,0.0
Macedonia,660.0,1750.0,9370.0,2.95,0.61,0.77,1.41,3.63,6.272335,0.412756
Madagascar,789.0,5590.0,16100.0,0.09,0.22,0.21,0.21,0.06,2.735754,1.235756
Malawi,640.0,940.0,2450.0,0.1,0.08,0.08,0.13,0.07,0.693698,0.693329
Malaysia,6230.0,19100.0,23700.0,6.47,1.25,5.11,6.62,5.48,3.73844,0.524391
Maldives,3.48,16.8,36.1,0.0,0.0,0.0,0.0,0.0,0.37892,0.174237
Mali,441.0,2790.0,7590.0,0.03,0.08,0.07,0.07,0.05,1.583759,1.872144
Malta,39.7,80.6,972.0,0.6,0.12,0.2,0.0,0.06,3.328731,0.715911
Mauritania,287.0,1140.0,3250.0,0.05,0.11,0.11,0.11,0.04,3.228905,0.01382
Mauritius,119.0,275.0,300.0,0.18,0.09,0.25,0.09,0.02,0.739991,0.127925
Mexico,27000.0,129000.0,207000.0,31.89,19.21,53.42,65.66,35.76,5.496248,0.512169
Moldova,1470.0,3560.0,25200.0,0.0,0.0,0.0,0.0,0.95,7.658548,1.764244
Mongolia,2810.0,968.0,7920.0,0.46,0.42,0.5,6.23,0.12,7.290649,2.105063
Morocco,4200.0,10300.0,14500.0,3.39,2.13,2.59,4.32,1.57,1.522548,0.483769
Mozambique,1980.0,2220.0,5510.0,0.4,0.69,0.24,0.66,0.23,0.862709,2.134545
Myanmar,5100.0,6600.0,57000.0,0.6,0.37,1.67,2.0,0.74,2.155848,2.465735
Namibia,635.0,1620.0,3620.0,0.15,0.4,0.4,0.38,0.02,6.060387,0.179914
Nepal,384.0,2460.0,22500.0,0.03,0.11,0.1,0.04,0.09,1.782924,1.824796
Netherlands,17800.0,36100.0,157000.0,34.19,48.05,22.42,38.33,11.18,15.09535,0.561553
New Caledonia,86.6,227.0,885.0,0.4,0.37,0.44,0.34,0.03,8.542002,0.613272
New Zealand,9390.0,19800.0,32300.0,3.5,2.89,6.73,5.09,1.61,19.65847,0.925986
Nicaragua,2750.0,2550.0,5280.0,0.79,0.22,1.02,0.32,0.18,3.452625,0.410694
Niger,500.0,3010.0,8480.0,0.06,0.1,0.1,0.11,0.04,2.120848,2.10931
Nigeria,12700.0,69800.0,243000.0,2.12,3.07,11.52,3.76,38.67,4.691397,0.219751
Norway,8580.0,8120.0,38900.0,0.14,5.7,8.47,12.77,11.5,13.69246,0.45943
Oman,306.0,23700.0,92200.0,0.52,0.47,0.51,0.04,6.66,112.5465,5.050569
Pakistan,16400.0,25800.0,84600.0,3.27,5.46,5.21,7.34,9.69,1.732259,0.79689
Palau,0.1,0.98,0.91,0.43,0.67,0.71,0.17,0.01,0.163813,0.0
Panama,820.0,3120.0,3050.0,0.83,0.15,1.08,0.85,0.16,3.711228,0.458115
Papua New Guinea,340.0,650.0,2220.0,0.47,0.59,0.52,0.06,0.03,1.027651,0.556507
Paraguay,1590.0,2870.0,10100.0,0.38,0.06,0.82,0.14,0.19,4.819024,1.002454
Peru,4760.0,20200.0,21300.0,2.31,3.82,5.53,6.7,2.93,2.807341,0.411604
Philippines,6460.0,37700.0,53400.0,9.35,3.85,10.74,10.11,3.82,2.174969,0.516027
Poland,40700.0,144000.0,423000.0,217.7,77.68,30.64,74.13,43.48,17.42864,1.592187
Portugal,5160.0,9490.0,24000.0,2.83,2.86,5.74,8.33,4.34,4.025354,0.294177
Puerto Rico,290.0,1220.0,1960.0,0.42,0.5,0.02,0.01,0.71,1.126093,0.0
Qatar,123.0,18900.0,60400.0,1.39,0.03,0.84,1.57,7.68,413.2845,2.585384
Romania,22300.0,36000.0,199000.0,54.02,29.64,7.87,82.82,24.41,11.55316,1.349785
Russia,127000.0,532000.0,1900000.0,691.91,328.72,168.34,324.63,319.78,18.75025,1.161403
Rwanda,358.0,633.0,1870.0,0.01,0.03,0.02,0.02,0.01,0.595363,0.649662
Saint Kitts and Nevis,9.51,26.9,76.6,0.01,0.01,0.0,0.0,0.0,2.588034,0.41356
Saint Lucia,19.5,41.4,110.0,0.03,0.02,0.0,0.0,0.0,1.49187,0.388993
Saint Vincent and the Grenadines,26.4,34.7,59.3,0.01,0.01,0.0,0.0,0.0,1.220453,0.362127
Samoa,22.4,69.4,90.7,0.02,0.02,0.02,0.0,0.0,1.185092,0.0
Sao Tome and Principe,4.22,12.2,20.6,0.0,0.01,0.01,0.01,0.0,0.411404,0.126464
Saudi Arabia,2300.0,323000.0,127000.0,11.23,1.0,18.58,22.03,74.52,52.11845,0.724811
Senegal,1500.0,1990.0,4890.0,0.56,0.1,0.63,0.47,0.22,1.574642,0.818371
Serbia and Montenegro,4580.0,12100.0,37800.0,20.19,2.99,4.96,6.38,3.26,5.84613,0.333161
Seychelles,14.1,27.3,61.4,0.01,0.04,0.04,0.04,0.0,1.610647,0.198266
Sierra Leone,385.0,467.0,2720.0,0.05,0.14,0.14,0.13,0.02,1.113641,0.737516
Singapore,525.0,1090.0,12800.0,4.63,0.27,2.59,4.26,1.09,6.17317,0.375394
Slovakia,4210.0,6790.0,57400.0,12.58,9.3,4.64,24.12,6.73,13.95157,1.08154
Slovenia,1150.0,3260.0,13500.0,2.38,1.54,2.68,2.42,4.02,9.952959,0.322693
Solomon Islands,92.4,107.0,336.0,0.02,0.02,0.02,0.0,0.0,2.486634,0.0
Somalia,596.0,4890.0,16000.0,0.08,0.22,0.21,0.2,0.02,3.972349,423.6231
South Africa,16800.0,44500.0,221000.0,82.09,18.09,29.21,65.33,27.78,9.961588,1.038756
Spain and Andorra,21500.0,30400.0,192000.0,42.4,18.7,41.57,61.58,27.34,6.557784,0.354365
Sri Lanka,1450.0,3900.0,14100.0,0.03,0.76,1.83,0.71,0.52,1.339406,0.441185
Sudan and South Sudan,3260.0,10600.0,30400.0,0.31,0.09,2.07,0.61,0.17,2.463171,1.155659
Suriname,163.0,819.0,2150.0,0.45,0.33,0.06,0.01,0.13,8.676955,0.666733
Swaziland,597.0,517.0,1260.0,0.21,0.06,0.06,0.2,0.0,4.184488,0.757686
Sweden,7390.0,13100.0,83800.0,8.9,28.69,17.65,22.35,6.27,12.59662,0.560895
Switzerland and Liechtenstein,2710.0,6410.0,43800.0,1.31,20.21,9.71,8.88,3.73,8.378817,0.223344
Syria,2610.0,8080.0,12000.0,0.69,1.49,3.5,4.46,2.1,2.723101,0.980794
Taiwan,3160.0,13100.0,70000.0,20.81,6.86,7.07,25.61,9.09,5.035659,0.505372
Tajikistan,1060.0,3930.0,10200.0,0.42,8.41,0.51,0.0,0.88,4.123921,1.095667
Tanzania,1700.0,6470.0,17000.0,0.21,0.3,0.67,0.31,0.21,1.432981,1.043036
Thailand,10200.0,96100.0,33300.0,8.81,5.31,9.37,6.52,3.29,3.072372,0.863795
Timor-Leste,111.0,97.4,404.0,0.04,0.03,0.04,0.0,0.0,0.997652,0.0
Togo,322.0,507.0,1360.0,0.07,0.03,0.23,0.0,0.17,0.851619,0.547515
Tonga,18.5,70.8,7.14,0.01,0.01,0.01,0.0,0.0,1.055122,0.0
Trinidad and Tobago,157.0,5110.0,8030.0,1.31,0.18,1.26,3.12,5.05,12.62058,0.879969
Tunisia,1990.0,3950.0,7220.0,1.78,1.23,1.54,1.71,0.93,2.171608,0.460192
Turkey,23200.0,45900.0,85600.0,13.76,16.32,19.47,23.48,12.42,3.68022,0.384594
Turkmenistan,2170.0,16700.0,28300.0,2.76,15.64,1.69,4.56,1.05,17.26236,2.13853
Turks and Caicos Islands,0.09,1.75,2.11,0.0,0.0,0.0,0.0,0.0,0.560849,1.590971
Uganda,420.0,3620.0,9390.0,0.05,0.13,0.12,0.12,0.06,1.135976,1.086503
Ukraine,48500.0,108000.0,718000.0,211.42,85.47,50.59,239.49,154.22,17.64115,2.231452
United Arab Emirates,390.0,168000.0,52700.0,2.81,0.0,2.56,6.88,40.33,259.6282,1.144118
United Kingdom,67100.0,140000.0,632000.0,234.56,122.07,86.79,147.63,50.14,14.90706,0.808079
United States,325000.0,670000.0,5080000.0,1487.35,839.4,1331.2,1112.86,295.43,26.92675,0.975692
Uruguay,5900.0,5730.0,19400.0,1.26,0.93,1.76,1.52,0.43,10.77821,1.340084
Uzbekistan,7180.0,23300.0,71700.0,25.68,30.93,4.0,3.64,7.47,6.77016,2.282766
Vanuatu,85.4,69.7,202.0,0.04,0.03,0.04,0.0,0.0,3.260248,0.0
Venezuela,6560.0,37500.0,77500.0,11.54,3.81,25.12,26.53,9.56,8.371233,0.415554
Viet Nam,6430.0,14800.0,68000.0,3.22,9.54,0.56,0.08,1.27,1.716312,1.586888
Virgin Islands,3.41,8.18,17.7,0.0,0.0,0.0,0.0,0.0,2.744004,0.229814
Yemen,1610.0,3110.0,2860.0,0.29,0.32,1.61,0.21,0.43,1.005749,0.349138
Zambia,4090.0,5870.0,4800.0,0.24,0.29,0.63,2.47,0.46,2.667273,0.829444
Zimbabwe,3700.0,9180.0,8730.0,0.85,1.4,1.68,3.15,1.66,3.222784,2.137139
