Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
El Salvador,1400.0,3420.0,5630.0,1.35,0.42,2.13,0.96,0.74,1.825328,0.306829
Equatorial Guinea,28.8,1840.0,5480.0,0.01,0.03,0.05,0.03,1.75,13.49198,2.182618
Eritrea,840.0,1140.0,3280.0,0.31,0.09,0.38,0.07,0.04,1.663212,0.910256
Estonia,772.0,2660.0,17500.0,12.69,0.81,1.57,1.5,2.73,14.87397,1.117879
Ethiopia,3180.0,17600.0,47300.0,0.04,0.76,1.28,0.67,0.44,1.115674,1.782282
Fiji,394.0,506.0,948.0,0.22,0.21,0.25,0.13,0.06,2.330282,0.349085
Finland,6520.0,13500.0,65500.0,27.47,7.31,11.7,13.7,3.21,16.6006,0.556772
France and Monaco,63300.0,74300.0,389000.0,37.47,99.25,124.64,89.65,37.35,8.960772,0.276545
French Polynesia,28.6,124.0,373.0,0.14,0.14,0.17,0.04,0.01,2.348352,0.161816
Gabon,192.0,6050.0,14600.0,0.4,0.21,0.38,0.53,4.53,18.21828,0.880237
Gambia,145.0,200.0,651.0,0.02,0.04,0.07,0.04,0.01,0.882942,0.601989
Georgia,1950.0,3280.0,6040.0,1.44,1.16,1.89,0.99,0.57,2.308786,0.843066
Germany,64200.0,110000.0,914000.0,345.62,202.75,169.8,136.69,58.81,13.35622,0.383312
Ghana,1670.0,4670.0,7430.0,0.03,0.73,2.33,0.51,1.06,0.781834,0.364823
Greece,6140.0,22600.0,86200.0,36.34,10.14,17.78,13.09,8.81,10.481,0.467873
Greenland,3.2,28.7,186.0,0.0,0.0,0.0,0.0,0.0,3.901129,0.226087
Grenada,11.2,33.1,206.0,0.05,0.03,0.02,0.0,0.0,2.471738,0.304894
Guatemala,2610.0,6510.0,6950.0,1.0,0.83,2.87,1.31,0.9,1.476184,0.256671
Guinea,1300.0,1410.0,5560.0,0.12,0.21,0.4,0.24,0.15,0.992648,0.915654
Guinea-Bissau,179.0,319.0,938.0,0.03,0.05,0.09,0.06,0.01,1.216887,0.650254
Guyana,1460.0,1620.0,2120.0,0.23,0.17,0.11,0.02,0.01,6.845051,1.526873
Haiti,1180.0,1500.0,5180.0,0.35,0.1,0.58,0.25,0.23,0.96893,0.559866
Honduras,2480.0,4120.0,4490.0,0.87,0.39,1.65,0.72,0.5,1.841372,0.545204
Hong Kong,402.0,1930.0,34900.0,21.28,1.7,7.19,2.6,0.93,5.854613,0.170574
Hungary,6510.0,9620.0,61300.0,23.56,15.37,7.53,9.35,5.52,7.515396,0.478638
Iceland,360.0,495.0,2630.0,0.01,0.87,0.59,0.64,0.53,12.79444,0.427628
India,180000.0,662000.0,969000.0,381.0,122.92,85.81,191.32,88.25,1.814758,0.818278
Indonesia,62600.0,277000.0,224000.0,50.49,32.04,60.65,93.17,40.43,2.777413,0.421582
Iran,25500.0,140000.0,304000.0,58.39,90.96,61.27,52.96,39.59,7.487222,0.660065
Iraq,5560.0,42700.0,123000.0,66.98,10.31,23.76,13.13,11.29,7.941125,0.959685
Ireland,8030.0,16600.0,38000.0,14.04,9.08,7.29,4.59,2.96,16.8781,0.549399
"Israel and Palestine, State of",2230.0,4670.0,53000.0,29.31,3.55,12.66,3.74,3.8,10.64368,0.429341
Italy,27500.0,53600.0,438000.0,128.09,74.38,110.25,88.54,36.6,9.081189,0.270606
Jamaica,560.0,1750.0,9390.0,5.23,0.36,1.69,1.68,0.43,4.522992,0.553026
Japan,34000.0,65800.0,1240000.0,426.75,144.68,247.43,299.03,108.68,10.57512,0.328128
Jordan,801.0,2240.0,14700.0,5.06,2.47,3.21,2.5,1.5,3.680862,0.533605
Kazakhstan,12300.0,44600.0,135000.0,55.28,15.43,7.04,47.87,12.84,12.3002,1.375214
Kenya,6970.0,8330.0,25800.0,0.4,1.09,2.65,1.9,0.94,1.420003,0.651575
Kiribati,3.69,19.9,22.3,0.0,0.0,0.01,0.0,0.0,0.571348,0.373906
North Korea,2600.0,21400.0,76200.0,10.98,12.46,1.13,40.12,11.96,4.488713,799.8459
South Korea,16500.0,37000.0,451000.0,133.63,85.98,78.07,104.63,50.45,10.91551,0.587486
Kuwait,457.0,27500.0,41800.0,15.35,0.32,5.7,11.22,9.25,40.63034,0.518536
Kyrgyzstan,1180.0,4200.0,5880.0,2.41,0.67,1.26,1.06,0.48,2.393371,1.236609
Laos,1520.0,1550.0,6990.0,0.07,0.07,0.08,0.2,0.02,1.989936,0.947048
Latvia,1260.0,2500.0,9260.0,3.78,1.22,1.97,1.45,0.63,5.307304,0.576568
Lebanon,707.0,1490.0,16500.0,5.94,3.8,4.17,1.33,1.26,6.046449,0.489623
Lesotho,226.0,478.0,1210.0,0.01,0.03,0.05,0.03,0.01,1.057757,0.679854
Liberia,185.0,382.0,892.0,0.04,0.08,0.14,0.09,0.02,0.618445,1.229551
Libya,1210.0,48800.0,39400.0,13.39,2.18,10.1,8.88,14.34,17.47082,0.790203
Lithuania,3190.0,4710.0,15200.0,5.46,1.73,3.63,2.74,1.63,6.46427,0.605672
Luxembourg,241.0,569.0,8510.0,0.45,1.56,3.65,2.14,0.74,22.18332,0.331288
Macao,14.5,174.0,1020.0,0.3,0.29,0.35,0.09,0.01,2.999543,0.073865
Macedonia,662.0,1670.0,9220.0,6.06,0.33,1.48,0.92,0.42,5.775293,0.743114
Madagascar,1720.0,6030.0,17400.0,0.14,0.23,0.42,0.26,0.1,1.753415,1.258757
Malawi,1170.0,1300.0,3180.0,0.09,0.13,0.23,0.16,0.12,0.543899,0.623675
Malaysia,9140.0,38500.0,108000.0,29.79,4.51,26.93,36.05,14.26,7.201867,0.440539
Maldives,9.89,39.6,143.0,0.06,0.06,0.07,0.02,0.0,0.728644,0.121935
Mali,1080.0,3830.0,10300.0,0.06,0.1,0.19,0.11,0.07,1.502792,1.53057
Malta,72.2,118.0,2510.0,1.6,0.13,0.75,0.0,0.05,6.985299,0.32206
Mauritania,1050.0,1620.0,4780.0,0.35,0.61,1.12,0.68,0.06,3.010685,1.101712
Mauritius,160.0,351.0,938.0,0.71,0.14,0.53,0.25,0.02,1.254888,0.127662
Mexico,69300.0,127000.0,349000.0,97.13,30.88,95.71,99.29,38.38,5.60345,0.40411
Moldova,963.0,2630.0,9550.0,5.15,2.06,1.37,0.73,0.24,3.066683,1.430067
Mongolia,4040.0,8590.0,9780.0,5.5,0.63,0.81,1.54,0.1,9.59154,2.163336
Morocco,4930.0,11500.0,32200.0,10.32,4.04,6.83,5.68,3.48,1.7477,0.410833
Mozambique,1780.0,1370.0,6860.0,0.03,0.29,0.83,0.05,0.17,0.598935,1.209783
Myanmar,8140.0,9520.0,58700.0,2.34,0.57,2.4,1.72,0.62,1.721117,1.507516
Namibia,2000.0,1600.0,3470.0,0.04,0.66,1.07,0.21,0.05,4.019278,0.673651
Nepal,2410.0,3880.0,25200.0,0.09,0.98,0.74,0.29,0.26,1.406089,0.984051
Netherlands,13400.0,33400.0,175000.0,57.23,41.4,30.82,36.35,14.13,14.17648,0.379436
New Caledonia,94.3,248.0,1170.0,0.27,0.26,0.32,0.4,0.06,7.55913,0.473657
New Zealand,10600.0,31100.0,34300.0,6.19,2.8,11.13,7.07,3.76,20.2597,0.761524
Nicaragua,2580.0,3090.0,5350.0,1.03,0.19,1.24,0.41,0.22,2.302108,0.729052
Niger,1180.0,3810.0,10600.0,0.25,0.2,0.23,0.29,0.05,1.533989,1.973554
Nigeria,20000.0,98700.0,243000.0,5.97,4.42,21.91,9.08,59.9,3.188885,1.128155
Norway,4370.0,19000.0,44500.0,0.54,3.9,12.24,17.44,10.34,15.34943,0.278175
Oman,561.0,20500.0,19600.0,5.58,1.57,2.42,5.42,5.47,18.06554,0.440677
Pakistan,21100.0,95600.0,120000.0,28.41,11.47,23.35,22.44,10.36,1.836778,0.541883
Palau,1.06,1.78,28.4,0.74,0.71,0.85,0.22,0.01,1.723528,0.11384
Panama,998.0,3200.0,4650.0,1.15,0.32,1.94,0.94,0.32,3.103117,0.325491
Papua New Guinea,550.0,1430.0,2630.0,0.55,0.54,0.55,0.15,0.13,0.89476,0.441404
Paraguay,4310.0,5580.0,16300.0,0.02,0.21,3.32,0.29,0.48,5.257671,0.782611
Peru,5570.0,18900.0,28400.0,3.81,4.75,9.4,7.45,2.85,2.130364,0.325531
Philippines,11000.0,78000.0,54900.0,20.2,5.7,27.06,16.08,9.66,1.969869,0.467407
Poland,27000.0,86200.0,358000.0,174.66,60.7,26.74,75.77,23.39,12.22567,0.962461
Portugal,4260.0,11900.0,53800.0,16.38,4.99,14.25,11.75,6.31,6.837824,0.2938
Puerto Rico,232.0,942.0,2600.0,1.14,0.27,0.02,0.03,0.66,1.00683,0.033721
Qatar,236.0,28200.0,22600.0,7.0,0.15,2.35,9.67,8.75,95.3166,1.489884
Romania,11500.0,22600.0,124000.0,53.21,10.06,11.68,35.45,13.47,6.974855,0.686287
Russia,65400.0,347000.0,1530000.0,870.22,188.38,166.55,189.42,174.55,13.11359,1.045193
Rwanda,847.0,628.0,2170.0,0.07,0.13,0.23,0.14,0.03,0.558749,0.7209
Saint Kitts and Nevis,16.1,24.0,131.0,0.02,0.01,0.01,0.0,0.0,3.899774,0.212287
Saint Lucia,93.3,55.6,248.0,0.05,0.03,0.02,0.0,0.0,2.627969,0.286851
Saint Vincent and the Grenadines,20.3,40.8,183.0,0.03,0.02,0.01,0.0,0.0,2.259688,0.325347
Samoa,33.8,109.0,138.0,0.03,0.03,0.03,0.01,0.0,1.631161,0.415079
Sao Tome and Principe,6.3,25.5,32.8,0.01,0.01,0.02,0.01,0.0,0.492634,0.275587
Saudi Arabia,6590.0,67700.0,233000.0,87.5,3.06,57.72,57.42,25.97,15.75748,0.435014
Senegal,2150.0,3310.0,6660.0,1.15,0.39,0.92,0.41,0.44,1.317897,0.742518
Serbia and Montenegro,4170.0,12000.0,59700.0,38.41,3.87,6.32,7.72,3.4,7.289727,1.147611
Seychelles,12.0,35.7,126.0,0.06,0.1,0.19,0.11,0.0,2.217057,0.130067
Sierra Leone,440.0,701.0,2220.0,0.09,0.15,0.28,0.17,0.05,0.781559,0.857866
Singapore,3230.0,1800.0,45700.0,21.16,0.83,5.06,11.11,4.06,13.90355,0.275533
Slovakia,3050.0,5610.0,46100.0,14.15,8.9,4.11,13.9,4.71,10.15128,0.700422
Slovenia,926.0,3560.0,17700.0,5.84,2.83,4.56,2.05,1.72,11.17417,0.561624
Solomon Islands,85.2,117.0,248.0,0.03,0.03,0.03,0.01,0.01,1.185317,0.547899
Somalia,862.0,5560.0,17800.0,0.06,0.1,0.19,0.11,0.03,2.975002,11.53211
South Africa,22100.0,68800.0,314000.0,184.32,16.43,35.23,48.07,65.07,9.270651,0.994071
Spain and Andorra,23500.0,39400.0,265000.0,75.59,25.48,76.72,58.05,28.57,8.160781,0.305095
Sri Lanka,1960.0,8760.0,11300.0,1.36,0.98,4.67,0.94,0.75,1.19091,0.244878
Sudan and South Sudan,5530.0,20200.0,53000.0,1.11,0.28,3.13,0.55,0.39,2.522437,1.159846
Suriname,192.0,693.0,1520.0,0.32,0.25,0.16,0.03,0.09,5.281316,0.523425
Swaziland,188.0,490.0,1400.0,0.29,0.18,0.16,0.3,0.01,2.071407,0.306397
Sweden,6380.0,13800.0,61900.0,10.24,9.9,20.33,15.81,6.1,9.255554,0.286738
Switzerland and Liechtenstein,2400.0,5660.0,44500.0,2.45,17.24,14.85,6.6,2.85,7.410926,0.162119
Syria,4940.0,27700.0,43200.0,11.64,7.15,9.0,6.73,8.6,5.000268,4.241448
Taiwan,4410.0,10900.0,195000.0,84.69,9.54,30.53,49.71,17.68,9.780497,0.342578
Tajikistan,1150.0,3420.0,3050.0,0.7,1.66,0.14,0.0,0.54,1.282376,1.228659
Tanzania,3210.0,8440.0,23300.0,0.44,0.65,1.18,0.37,0.62,1.104106,0.810492
Thailand,16800.0,97500.0,185000.0,59.74,12.17,50.85,38.2,24.62,4.913728,0.521951
Timor-Leste,66.5,162.0,556.0,0.03,0.03,0.03,0.01,0.0,0.899019,0.820357
Togo,556.0,863.0,2490.0,0.05,0.08,0.43,0.1,0.2,0.862982,0.611808
Tonga,24.5,63.4,167.0,0.03,0.03,0.03,0.01,0.0,2.633548,0.623248
Trinidad and Tobago,184.0,4570.0,15300.0,3.4,0.18,1.5,4.03,6.0,15.87806,1.095649
Tunisia,2090.0,7310.0,18400.0,5.19,3.37,3.51,3.35,2.92,2.958705,0.438256
Turkey,29500.0,73700.0,204000.0,55.26,33.62,34.35,53.33,26.54,5.086735,0.394104
Turkmenistan,2330.0,12700.0,31500.0,7.56,16.7,2.68,2.81,1.63,10.69642,2.542308
Turks and Caicos Islands,0.29,6.96,12.2,0.0,0.0,0.0,0.0,0.0,1.173358,2.233668
Uganda,2930.0,4550.0,12600.0,0.11,0.19,0.35,0.21,0.16,0.91639,0.928502
Ukraine,22300.0,75900.0,380000.0,145.0,53.28,35.89,91.6,53.9,9.521368,2.096304
United Arab Emirates,1190.0,28100.0,84300.0,21.4,0.26,13.2,41.79,7.73,42.09994,0.39741
United Kingdom,42300.0,122000.0,544000.0,171.18,112.05,121.95,106.64,36.79,12.13604,0.404492
United States,303000.0,651000.0,5710000.0,2379.48,647.35,1602.12,767.94,306.09,24.47511,0.584549
Uruguay,5620.0,6470.0,22200.0,0.51,1.17,2.52,0.99,0.41,10.48057,0.806035
Uzbekistan,8770.0,39800.0,105000.0,34.23,41.37,9.49,11.84,8.14,6.475688,2.846417
Vanuatu,44.3,110.0,317.0,0.01,0.01,0.02,0.0,0.0,2.692542,1.000018
Venezuela,9380.0,71700.0,144000.0,14.77,4.57,32.45,67.0,14.85,9.750719,0.623569
Viet Nam,15200.0,44200.0,82500.0,8.13,6.34,8.75,13.18,7.43,1.831735,0.816318
Virgin Islands,4.01,11.1,48.6,0.01,0.01,0.01,0.0,0.0,3.304753,0.094187
Yemen,3000.0,9560.0,12100.0,2.66,2.8,3.78,1.12,1.69,1.500372,0.409187
Zambia,2460.0,5930.0,7230.0,0.08,0.24,0.73,1.08,0.33,1.60022,0.76428
Zimbabwe,4070.0,11000.0,14600.0,5.86,3.0,2.14,2.38,1.18,2.527914,0.931255
