Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
Kazakhstan,18700.0,65300.0,229000.0,63.61,23.95,11.44,118.91,11.14,20.53486,1.772883
Kenya,4860.0,6700.0,19300.0,0.3,0.75,1.79,1.23,0.79,1.758163,0.784951
Kiribati,3.22,12.4,22.2,0.01,0.01,0.01,0.0,0.0,0.62,0.361566
North Korea,6050.0,26400.0,127000.0,15.35,19.31,5.04,76.85,9.92,8.84644,0.0
South Korea,5490.0,36100.0,147000.0,28.23,48.92,12.61,41.46,16.19,4.816485,0.795595
Kuwait,492.0,10200.0,32900.0,10.81,3.11,8.88,7.51,2.65,28.8369,0.470598
Kyrgyzstan,2210.0,6370.0,22100.0,1.75,4.86,3.36,11.27,0.84,8.159223,2.5324
Laos,879.0,1220.0,6110.0,0.04,0.04,0.05,0.01,0.01,2.412097,1.668058
Latvia,2810.0,4640.0,20600.0,7.47,3.42,2.6,5.11,1.55,11.03269,1.226029
Lebanon,492.0,1080.0,5600.0,2.6,0.44,1.55,0.08,0.93,2.728249,0.21581
Lesotho,156.0,522.0,1320.0,0.02,0.03,0.03,0.02,0.0,1.452553,1.36155
Liberia,217.0,829.0,901.0,0.21,0.35,0.37,0.23,0.05,0.958464,0.0
Libya,1050.0,28300.0,32800.0,7.85,0.55,5.84,5.47,9.07,17.84768,0.430797
Lithuania,5740.0,6900.0,32900.0,8.33,6.91,3.63,11.71,2.38,13.07276,0.977085
Luxembourg,219.0,569.0,10600.0,1.1,1.42,1.44,5.93,0.69,31.11354,0.819123
Macao,4.81,75.5,389.0,0.15,0.13,0.17,0.03,0.01,1.867973,0.067969
Macedonia,678.0,1730.0,8840.0,4.3,0.45,0.64,1.29,2.16,5.753316,0.358255
Madagascar,791.0,5820.0,16800.0,0.12,0.19,0.19,0.13,0.05,2.536452,1.381106
Malawi,605.0,1090.0,2700.0,0.11,0.16,0.09,0.1,0.05,0.678337,0.777228
Malaysia,6620.0,21700.0,31700.0,8.76,1.44,7.29,9.08,6.54,4.146021,0.484627
Maldives,3.81,19.7,24.7,0.0,0.0,0.0,0.0,0.0,0.283489,0.078044
Mali,498.0,3740.0,9940.0,0.05,0.08,0.09,0.05,0.05,1.918832,2.1868
Malta,39.7,75.3,1350.0,0.91,0.07,0.31,0.0,0.06,4.324975,0.647481
Mauritania,334.0,1310.0,3750.0,0.08,0.13,0.13,0.09,0.04,3.319536,0.0157
Mauritius,124.0,282.0,371.0,0.16,0.06,0.23,0.08,0.02,0.786838,0.155103
Mexico,32600.0,180000.0,278000.0,41.44,26.27,75.24,87.41,46.55,6.759904,0.481702
Moldova,1600.0,3650.0,27100.0,0.0,0.0,0.0,0.0,1.07,7.898019,1.711785
Mongolia,3020.0,8370.0,8230.0,0.63,0.54,0.69,7.32,0.14,11.03687,2.791947
Morocco,3530.0,8990.0,17400.0,4.92,2.33,2.77,4.49,1.95,1.425845,0.439644
Mozambique,2130.0,2070.0,5740.0,0.44,0.61,0.24,0.57,0.21,0.800648,1.897088
Myanmar,5740.0,7930.0,55300.0,0.9,0.08,1.95,2.22,0.48,1.974644,1.948984
Namibia,751.0,1340.0,3010.0,0.26,0.43,0.46,0.29,0.02,4.825389,0.13541
Nepal,608.0,2680.0,22800.0,0.01,0.14,0.17,0.19,0.09,1.669585,1.626845
Netherlands,16300.0,36300.0,147000.0,37.58,38.31,21.56,37.45,9.85,13.97358,0.503908
New Caledonia,82.2,210.0,1030.0,0.32,0.28,0.36,0.23,0.03,8.83079,0.825506
New Zealand,10000.0,19600.0,34200.0,3.27,2.69,6.74,5.25,1.7,20.01764,0.934929
Nicaragua,2480.0,2030.0,4610.0,0.5,0.21,0.85,0.3,0.14,2.656743,0.604181
Niger,643.0,3600.0,9910.0,0.12,0.17,0.12,0.11,0.04,2.230831,1.996453
Nigeria,14400.0,70200.0,198000.0,5.8,4.77,15.13,6.32,30.15,3.647741,0.220896
Norway,7330.0,9670.0,33100.0,0.24,4.24,8.28,11.58,8.31,12.19316,0.339574
Oman,311.0,12600.0,40900.0,1.4,0.62,0.8,0.13,2.92,41.65202,1.519202
Pakistan,18800.0,36300.0,90500.0,5.29,5.63,8.42,9.83,14.0,1.744521,0.721432
Palau,0.11,1.12,1.04,0.43,0.68,0.72,0.17,0.01,0.179402,0.0
Panama,887.0,3200.0,3140.0,0.98,0.16,1.03,0.79,0.18,3.481359,0.368891
Papua New Guinea,394.0,1560.0,2360.0,0.56,0.61,0.62,0.09,0.04,1.232378,0.760789
Paraguay,1500.0,3390.0,11400.0,0.04,0.08,1.04,0.15,0.19,4.849393,0.764445
Peru,4710.0,17700.0,23200.0,2.64,4.38,6.75,7.29,2.13,2.506275,0.359909
Philippines,7020.0,35600.0,50900.0,8.84,3.52,10.36,9.26,3.85,1.868259,0.41753
Poland,36700.0,134000.0,407000.0,217.06,90.31,23.93,60.52,33.81,15.95956,1.764659
Portugal,4420.0,10400.0,30300.0,6.27,2.67,7.45,8.97,5.04,4.53969,0.288846
Puerto Rico,272.0,876.0,2130.0,0.42,0.3,0.02,0.01,0.56,1.001276,0.048989
Qatar,109.0,12700.0,11600.0,3.46,0.13,1.37,4.25,2.33,88.34894,0.908933
Romania,22300.0,37600.0,201000.0,52.21,30.14,6.16,87.93,24.61,11.4336,1.134721
Russia,128000.0,482000.0,2010000.0,753.88,353.97,184.68,341.67,302.77,18.71173,1.078123
Rwanda,470.0,684.0,1970.0,0.04,0.07,0.07,0.04,0.02,0.569033,0.613975
Saint Kitts and Nevis,10.4,27.0,76.3,0.01,0.01,0.0,0.0,0.0,2.658564,0.324678
Saint Lucia,23.7,48.1,127.0,0.02,0.02,0.01,0.0,0.0,1.637904,0.347019
Saint Vincent and the Grenadines,28.2,38.1,73.0,0.01,0.01,0.0,0.0,0.0,1.36334,0.334904
Samoa,24.8,86.2,105.0,0.04,0.04,0.05,0.01,0.0,1.373344,0.447297
Sao Tome and Principe,4.61,14.5,23.2,0.0,0.01,0.01,0.0,0.0,0.428707,0.161933
Saudi Arabia,3570.0,223000.0,178000.0,34.11,1.73,29.61,59.95,52.67,36.60483,0.492309
Senegal,1420.0,2150.0,4730.0,0.59,0.12,0.67,0.55,0.22,1.40181,0.733222
Serbia and Montenegro,4540.0,12700.0,49500.0,30.23,2.96,4.25,7.64,4.4,6.915414,0.370998
Seychelles,15.8,25.7,72.0,0.02,0.03,0.03,0.02,0.0,1.664549,0.157866
Sierra Leone,413.0,608.0,2630.0,0.09,0.15,0.16,0.1,0.02,1.03642,0.70585
Singapore,600.0,1190.0,15700.0,5.83,0.3,3.27,4.61,1.66,6.928452,0.28902
Slovakia,4140.0,6940.0,58900.0,14.98,14.44,3.94,19.46,6.07,13.79836,1.05995
Slovenia,1220.0,3530.0,13700.0,3.72,1.3,2.21,2.74,3.41,9.826214,0.302175
Solomon Islands,101.0,104.0,364.0,0.04,0.04,0.05,0.01,0.0,2.308033,1.1525
Somalia,742.0,5170.0,17100.0,0.15,0.26,0.27,0.17,0.03,3.426259,441.2955
South Africa,17600.0,51800.0,240000.0,112.18,10.76,26.45,66.67,46.05,9.871438,0.938116
Spain and Andorra,21000.0,33600.0,213000.0,69.72,19.95,42.43,52.37,27.94,6.973161,0.36992
Sri Lanka,1540.0,4940.0,13200.0,0.51,0.64,2.2,0.87,0.67,1.272636,0.425338
Sudan and South Sudan,3980.0,13700.0,36900.0,0.26,0.14,2.57,0.71,0.23,2.651968,1.439203
Suriname,181.0,1010.0,1540.0,0.29,0.29,0.07,0.0,0.11,7.485944,0.545061
Swaziland,382.0,512.0,1270.0,0.21,0.26,0.07,0.17,0.0,3.390874,0.693708
Sweden,7070.0,13000.0,65900.0,6.74,21.6,16.48,15.66,5.45,10.32779,0.40048
Switzerland and Liechtenstein,2610.0,6370.0,38700.0,0.64,15.33,10.87,8.11,3.78,7.524116,0.180134
Syria,3270.0,8430.0,19100.0,3.05,3.04,4.02,6.47,2.7,3.2137,1.514459
Taiwan,2870.0,12000.0,74100.0,18.76,8.13,9.16,28.96,8.54,4.861694,0.429456
Tajikistan,1110.0,4060.0,11000.0,0.56,9.01,0.52,0.0,0.92,3.909771,1.057512
Tanzania,1630.0,7070.0,18700.0,0.23,0.18,0.62,0.31,0.28,1.376936,1.024547
Thailand,11000.0,95100.0,35400.0,9.3,5.58,9.75,6.49,4.25,2.87277,0.679993
Timor-Leste,66.5,71.7,348.0,0.04,0.04,0.05,0.01,0.0,0.803725,0.0
Togo,337.0,571.0,1500.0,0.02,0.05,0.36,0.0,0.14,0.827066,0.545256
Tonga,19.9,73.0,8.01,0.01,0.01,0.01,0.0,0.0,1.076967,0.581974
Trinidad and Tobago,162.0,7990.0,10400.0,2.27,0.18,1.6,2.97,8.7,16.56714,0.926409
Tunisia,1890.0,4380.0,9440.0,2.65,1.52,1.9,1.86,1.44,2.332492,0.424891
Turkey,26100.0,51600.0,89800.0,14.99,19.53,18.07,24.98,11.67,3.639321,0.422623
Turkmenistan,2260.0,21000.0,33800.0,3.69,18.66,1.74,6.06,1.07,18.89868,2.345501
Turks and Caicos Islands,0.12,2.28,3.21,0.0,0.0,0.0,0.0,0.0,0.679853,1.508036
Uganda,473.0,3430.0,9360.0,0.06,0.11,0.11,0.07,0.06,0.994951,1.274526
Ukraine,50900.0,108000.0,730000.0,205.08,91.54,52.36,255.1,146.11,17.64433,2.05653
United Arab Emirates,507.0,53300.0,38200.0,6.66,0.0,9.08,9.82,12.5,77.30189,0.380467
United Kingdom,58600.0,140000.0,574000.0,212.05,117.35,88.47,123.5,40.7,13.73102,0.678976
United States,291000.0,683000.0,4560000.0,1505.7,649.04,1227.51,938.54,241.38,23.65608,0.794189
Uruguay,4790.0,6530.0,22400.0,0.83,1.05,1.57,1.01,0.32,11.39918,1.168755
Uzbekistan,7880.0,26000.0,86600.0,28.98,41.85,4.13,4.83,6.82,7.177518,2.440422
Vanuatu,66.9,68.4,200.0,0.04,0.04,0.05,0.01,0.0,2.760823,1.009255
Venezuela,7120.0,39800.0,98200.0,20.03,4.64,28.4,32.34,9.65,8.961455,0.506108
Viet Nam,7340.0,18000.0,69200.0,4.12,4.88,1.71,5.73,1.42,1.661409,1.51908
Virgin Islands,3.75,9.28,29.6,0.01,0.0,0.0,0.0,0.0,3.639256,0.266149
Yemen,1790.0,3420.0,4430.0,0.59,0.59,2.45,0.37,0.43,1.099392,0.307935
Zambia,3280.0,5870.0,5460.0,0.15,0.31,0.74,1.64,0.44,2.299309,0.806802
Zimbabwe,3570.0,8980.0,8830.0,0.47,1.36,1.75,4.19,1.06,2.769442,1.417171
