Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
Afghanistan,2520.0,2190.0,12800.0,0.21,0.77,0.24,0.03,0.65,1.425016,0.0
Albania,704.0,2220.0,4900.0,0.61,1.41,0.83,1.14,0.76,3.31639,0.890898
Algeria,2040.0,39300.0,117000.0,1.47,2.68,3.28,4.51,22.44,9.77434,1.304361
Angola,1920.0,11800.0,44100.0,0.37,0.13,1.3,0.45,2.63,7.746835,1.207877
Anguilla,0.11,2.73,2.35,0.0,0.0,0.0,0.0,0.0,0.787325,0.067647
Antigua and Barbuda,9.75,34.0,182.0,0.05,0.06,0.01,0.0,0.0,3.187707,0.451264
Argentina,29300.0,119000.0,96900.0,23.43,15.48,26.56,21.84,9.57,9.573179,1.16736
Armenia,625.0,1850.0,13900.0,3.18,3.45,1.61,4.93,0.69,5.890895,2.074464
Australia,39000.0,115000.0,187000.0,65.23,10.93,39.16,57.8,13.9,24.94736,1.117895
Austria,6040.0,12300.0,59500.0,9.51,13.69,10.29,17.74,8.21,10.21458,0.450625
Azerbaijan,2160.0,22900.0,44200.0,8.53,3.76,2.91,24.44,4.78,12.41164,1.90629
Bahamas,36.7,122.0,2890.0,0.53,0.64,0.07,0.01,0.39,16.48806,0.767738
Bahrain,33.9,1320.0,5320.0,0.41,0.04,0.27,4.33,0.27,26.47066,0.723045
Bangladesh,8280.0,4370.0,102000.0,1.03,0.96,0.5,1.41,0.42,1.63387,1.550876
Barbados,50.0,122.0,505.0,0.12,0.15,0.02,0.0,0.01,2.768746,0.203331
Belarus,16400.0,17500.0,80800.0,33.34,11.75,10.54,14.99,7.98,12.39259,2.336061
Belgium,11700.0,18800.0,145000.0,38.69,33.13,12.56,46.17,14.48,18.04817,0.860915
Belize,70.4,122.0,275.0,0.03,0.03,0.0,0.0,0.0,3.558811,1.160885
Benin,530.0,499.0,1760.0,0.01,0.08,0.33,0.01,0.08,0.874655,0.471598
Bermuda,6.55,22.4,331.0,0.07,0.09,0.01,0.0,0.0,6.598416,0.08814
Bhutan,76.5,719.0,550.0,0.0,0.0,0.0,0.0,0.04,3.968018,3.438863
Bolivia,2270.0,3980.0,12300.0,0.27,0.5,1.25,0.72,1.0,3.776958,0.843605
Bosnia and Herzegovina,1120.0,3360.0,17300.0,3.6,3.13,2.1,7.78,0.7,5.52319,2.478674
Botswana,1340.0,126.0,3030.0,0.0,0.09,0.04,0.18,0.01,5.649023,2.336701
Brazil,64600.0,149000.0,209000.0,5.79,10.96,62.05,43.05,26.68,4.01579,0.513326
Brunei,106.0,8620.0,32500.0,0.23,0.02,0.1,0.79,7.48,265.613,2.401669
Bulgaria,8140.0,13000.0,75600.0,24.07,27.79,4.66,12.67,6.31,11.1174,2.596987
Burkina Faso,506.0,1560.0,4360.0,0.0,0.09,0.04,0.1,0.03,1.0642,1.725038
Burundi,249.0,667.0,1770.0,0.0,0.02,0.01,0.02,0.01,0.743496,0.854383
Cambodia,470.0,1380.0,8190.0,0.06,0.15,0.06,0.01,0.04,1.33343,1.420279
Cameroon,1760.0,1010.0,4840.0,0.04,0.06,0.62,0.07,0.21,1.048194,0.606958
Canada,27900.0,96800.0,416000.0,50.53,99.65,102.2,132.73,30.07,23.66761,1.017557
Cape Verde,18.4,50.1,69.2,0.0,0.08,0.03,0.09,0.0,0.505676,0.401489
Cayman Islands,2.71,13.6,62.6,0.01,0.01,0.0,0.0,0.0,6.869949,0.201056
Central African Republic,168.0,536.0,1500.0,0.0,0.03,0.01,0.03,0.01,1.114589,0.989046
Chad,257.0,1820.0,5210.0,0.0,0.06,0.02,0.07,0.02,1.822043,1.060719
Chile,3800.0,38000.0,29600.0,3.01,2.84,5.22,8.64,7.55,6.957858,0.874489
China,154000.0,1030000.0,1080000.0,147.72,238.78,58.85,436.38,147.35,2.510915,4.286705
Colombia,13000.0,37700.0,52100.0,3.79,5.48,8.6,12.94,5.1,4.249926,0.796245
Comoros,40.1,12.9,164.0,0.0,0.01,0.0,0.01,0.0,0.867522,0.583964
Democratic Republic of the Congo,1720.0,3260.0,8140.0,0.03,1.21,0.54,0.5,0.57,0.588384,0.324498
Congo,285.0,12900.0,51100.0,0.06,0.05,0.38,0.12,1.42,41.64155,13.62524
Costa Rica,1150.0,3610.0,1810.0,0.19,0.08,0.91,0.39,0.22,3.209623,0.509353
Cote d'Ivoire,801.0,3160.0,3290.0,0.6,0.29,0.95,0.96,0.35,1.149658,0.329415
Croatia,3510.0,4010.0,23900.0,1.37,2.65,3.08,9.78,6.99,6.998985,0.25621
Cuba,7200.0,15300.0,25100.0,5.28,3.92,4.32,9.88,1.68,5.107411,0.628053
Cyprus,216.0,841.0,2140.0,0.69,0.1,0.54,0.4,0.4,4.972023,0.519999
Czechia,8720.0,18700.0,171000.0,39.74,33.61,5.76,71.36,20.89,19.86438,1.260211
Denmark,9570.0,9710.0,53200.0,14.85,20.16,7.91,7.09,3.21,14.37968,0.573875
Djibouti,97.3,307.0,134.0,0.01,0.35,0.13,0.38,0.01,2.626035,0.328064
Dominica,15.2,26.8,30.4,0.0,0.0,0.0,0.0,0.0,1.007793,0.267656
Dominican Republic,1320.0,5810.0,5420.0,2.35,0.17,1.67,0.81,0.43,2.502095,0.58301
Ecuador,2000.0,6940.0,12600.0,0.86,1.08,2.24,1.06,1.13,3.164361,0.56137
Egypt,8080.0,30800.0,28900.0,2.55,5.24,5.12,10.51,5.7,1.769843,0.453796
El Salvador,1160.0,2600.0,2090.0,0.36,0.13,0.69,0.51,0.4,1.444457,0.279494
Equatorial Guinea,15.9,34.8,85.2,0.0,0.01,0.0,0.01,0.0,0.504468,0.497278
Eritrea,42.9,712.0,1930.0,0.03,0.0,0.06,0.06,0.02,1.331014,0.0
Estonia,1430.0,3760.0,42800.0,5.43,2.79,2.62,3.95,1.04,34.01077,3.556845
Ethiopia,1450.0,13300.0,33200.0,0.25,0.1,0.6,0.37,0.13,1.503381,2.258085
Fiji,226.0,280.0,546.0,0.21,0.56,0.24,0.06,0.05,1.859166,0.39437
Finland,7200.0,12600.0,48600.0,9.61,10.02,7.0,17.55,4.4,14.5565,0.772547
France and Monaco,69600.0,85300.0,512000.0,100.36,131.67,71.13,153.41,54.55,12.65869,0.610005
French Polynesia,12.8,68.8,64.9,0.04,0.11,0.05,0.01,0.0,1.158058,0.104299
Gabon,91.0,3950.0,14700.0,0.06,0.05,0.04,0.41,2.55,29.42454,2.086714
Gambia,45.0,148.0,499.0,0.0,0.03,0.01,0.03,0.0,1.367376,0.778497
Georgia,3080.0,3730.0,30400.0,9.14,3.82,4.98,9.48,8.31,7.67927,1.621436
Germany,78100.0,165000.0,1120000.0,376.0,250.78,102.28,302.04,91.25,17.30416,0.788947
Ghana,1040.0,2740.0,4160.0,0.03,0.46,1.14,0.56,0.56,0.827742,0.37884
Greece,6010.0,14800.0,39800.0,11.47,5.95,5.08,9.93,7.34,6.797299,0.35726
Greenland,2.51,25.6,129.0,0.0,0.0,0.0,0.0,0.0,3.195504,0.256023
Grenada,7.08,30.5,45.0,0.01,0.01,0.0,0.0,0.0,0.885723,0.242964
Guatemala,1360.0,4150.0,3020.0,0.45,0.25,1.02,1.0,0.3,1.360382,0.271286
Guinea,645.0,937.0,5090.0,0.0,0.19,0.07,0.2,0.08,1.535204,1.559711
Guinea-Bissau,40.5,168.0,650.0,0.0,0.02,0.01,0.02,0.0,1.11732,0.79636
Guyana,1820.0,1590.0,1690.0,0.19,0.22,0.02,0.0,0.01,6.924525,1.843346
Haiti,1020.0,602.0,3940.0,0.01,0.02,0.18,0.2,0.19,1.102058,0.465557
Honduras,1550.0,1370.0,3310.0,0.11,0.19,0.5,0.45,0.12,2.036375,0.719631
Hong Kong,125.0,1160.0,11400.0,5.07,1.0,1.38,3.56,0.38,3.075832,0.268326
Hungary,12000.0,13600.0,76800.0,24.51,17.59,7.58,19.64,8.12,9.762287,1.213368
