Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
Afghanistan,2390.0,2340.0,9990.0,0.33,0.33,0.24,0.06,0.21,0.826212,0.773492
Albania,813.0,3420.0,2100.0,0.22,0.45,0.62,0.57,0.24,2.049416,0.467066
Algeria,3250.0,80100.0,102000.0,12.61,8.31,14.96,19.0,24.31,6.308679,0.662558
Angola,2540.0,15800.0,47600.0,0.2,0.91,0.99,2.1,11.58,4.489209,1.400872
Anguilla,0.37,2.86,16.2,0.0,0.0,0.01,0.0,0.0,1.93348,0.098642
Antigua and Barbuda,17.1,47.0,264.0,0.12,0.08,0.05,0.01,0.0,4.332057,0.261969
Argentina,35100.0,134000.0,144000.0,25.91,25.29,39.46,34.19,10.79,8.830216,1.042707
Armenia,432.0,1700.0,2680.0,1.54,0.36,0.06,0.45,0.27,1.517012,0.650043
Australia,44500.0,120000.0,313000.0,149.32,13.89,70.02,62.55,17.33,26.12388,0.83757
Austria,4640.0,11900.0,69000.0,15.91,14.97,17.13,15.31,5.81,10.66172,0.313312
Azerbaijan,1650.0,8410.0,26900.0,14.13,5.12,2.71,5.11,0.47,4.708093,1.430115
Bahamas,70.4,164.0,2930.0,0.81,0.56,0.35,0.07,0.01,11.14784,0.490155
Bahrain,107.0,2590.0,13900.0,9.73,0.18,1.26,2.92,1.71,28.6335,0.653948
Bangladesh,17500.0,21400.0,97000.0,6.55,4.05,2.94,3.13,4.13,1.120711,0.761872
Barbados,66.4,131.0,925.0,0.27,0.21,0.11,0.03,0.05,4.223128,0.327902
Belarus,9350.0,15700.0,63300.0,34.61,10.34,7.26,5.61,5.69,8.739241,1.598125
Belgium,9510.0,17200.0,128000.0,27.3,35.42,23.44,30.56,10.65,15.14678,0.464222
Belize,87.9,143.0,508.0,0.07,0.05,0.03,0.01,0.0,3.458323,0.567517
Benin,1080.0,1100.0,3120.0,0.03,0.23,0.5,0.15,0.19,0.869215,0.567803
Bermuda,11.1,23.2,433.0,0.14,0.09,0.06,0.01,0.0,7.424048,0.181508
Bhutan,160.0,761.0,859.0,0.03,0.02,0.04,0.15,0.13,3.43004,1.130459
Bolivia,3930.0,8150.0,16700.0,1.05,0.83,3.2,1.38,1.49,3.727447,0.887579
Bosnia and Herzegovina,552.0,1440.0,4470.0,2.1,0.66,1.03,0.35,0.34,1.709311,0.492264
Botswana,1520.0,3170.0,3650.0,1.31,0.16,0.9,0.54,0.1,5.199668,0.564074
Brazil,112000.0,301000.0,376000.0,17.05,34.01,113.66,81.31,54.68,4.787931,0.430716
Brunei,101.0,4930.0,4450.0,1.82,0.06,0.84,1.99,0.22,31.10944,0.398434
