Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
Canada,34100.0,122000.0,563000.0,125.6,99.77,157.98,157.91,40.01,22.25533,0.549894
Cape Verde,69.5,73.4,185.0,0.05,0.04,0.11,0.02,0.0,0.690133,0.1488
Cayman Islands,8.98,32.7,269.0,0.09,0.03,0.06,0.01,0.0,6.386255,0.27253
Central African Republic,399.0,2260.0,5240.0,0.05,0.04,0.11,0.02,0.02,1.912237,2.31874
Chad,1010.0,3890.0,11900.0,0.04,0.03,0.08,0.02,0.21,1.66418,0.930529
Chile,7470.0,21400.0,59900.0,16.78,4.43,18.56,14.66,5.32,5.499222,0.319889
China,466000.0,1400000.0,6430000.0,2511.75,505.71,413.23,1927.55,904.82,6.272171,1.121202
Colombia,18800.0,60800.0,66700.0,6.72,5.89,20.46,20.51,7.03,3.381037,0.36485
Comoros,47.1,71.5,248.0,0.02,0.02,0.06,0.01,0.0,0.599228,0.42189
Democratic Republic of the Congo,2840.0,2880.0,20400.0,0.01,0.03,1.11,0.13,1.31,0.476199,0.869749
Congo,416.0,4410.0,9420.0,0.04,0.06,0.72,0.02,3.52,3.833769,0.807807
Costa Rica,1280.0,3190.0,6640.0,0.23,0.42,3.76,1.02,0.87,2.616247,0.241955
Cote d'Ivoire,2010.0,6430.0,9320.0,2.61,1.08,1.23,0.9,0.58,0.96859,0.361077
Croatia,2580.0,4000.0,23800.0,5.1,3.85,5.43,5.53,3.72,6.94236,0.352182
Cuba,5740.0,12500.0,26200.0,12.77,3.75,1.91,6.62,1.12,3.93159,0.277144
Cyprus,330.0,1570.0,7880.0,3.49,0.54,2.02,1.0,0.83,9.520031,0.394999
Czechia,6510.0,13400.0,127000.0,64.31,13.43,17.15,23.47,8.79,14.28327,0.562633
Denmark,5950.0,9200.0,51500.0,21.22,6.37,13.33,7.53,3.04,12.28826,0.28002
Djibouti,235.0,768.0,960.0,0.32,0.28,0.73,0.13,0.01,2.506649,1.108771
Dominica,14.7,49.0,133.0,0.01,0.0,0.01,0.0,0.0,2.781067,0.315246
Dominican Republic,2240.0,8410.0,19300.0,8.44,1.33,5.53,2.88,1.23,3.243763,0.365438
Ecuador,3940.0,27300.0,22000.0,4.4,4.37,9.72,5.44,4.39,3.871579,0.45031
Egypt,20800.0,55500.0,173000.0,52.0,17.53,30.79,44.34,31.67,3.248624,0.405899
El Salvador,1290.0,3460.0,6920.0,1.48,0.5,3.06,1.22,0.65,1.936039,0.278254
Equatorial Guinea,34.3,3340.0,6740.0,0.08,0.02,0.06,0.01,3.2,13.35609,0.455926
Eritrea,606.0,1230.0,3510.0,0.29,0.09,0.25,0.04,0.03,1.34538,0.826915
Estonia,818.0,2610.0,17900.0,12.75,0.74,2.14,1.22,2.79,15.72738,0.708522
Ethiopia,5310.0,22800.0,64400.0,0.01,1.15,2.18,1.15,0.84,1.206222,1.646278
Fiji,379.0,889.0,872.0,0.99,0.11,0.67,0.32,0.09,2.604193,0.330972
Finland,6620.0,12800.0,60100.0,23.21,5.77,12.63,13.33,3.42,15.11932,0.391675
France and Monaco,42600.0,69900.0,415000.0,58.56,112.63,130.87,69.81,36.3,8.606076,0.229417
French Polynesia,41.2,125.0,645.0,0.37,0.04,0.25,0.12,0.01,3.181879,0.184083
Gabon,216.0,6530.0,11100.0,0.6,0.2,0.37,0.57,4.66,12.73989,0.747996
Gambia,181.0,252.0,878.0,0.05,0.04,0.11,0.02,0.01,0.907373,0.587933
Georgia,1850.0,3350.0,4950.0,0.88,1.0,1.51,0.67,0.91,2.262656,0.493536
Germany,42400.0,81600.0,837000.0,350.31,160.71,155.63,119.96,50.68,11.7686,0.307266
Ghana,2080.0,7280.0,9300.0,1.01,0.67,3.6,1.12,0.93,0.866096,0.34112
Greece,5550.0,23600.0,105000.0,47.29,14.05,21.78,12.03,9.68,11.85382,0.405527
Greenland,3.45,28.7,206.0,0.13,0.35,0.09,0.06,0.0,4.175243,0.201905
Grenada,19.0,43.2,403.0,0.06,0.02,0.04,0.01,0.0,4.517857,0.379924
Guatemala,2600.0,7550.0,11700.0,3.17,0.56,5.14,1.73,1.08,1.668704,0.266136
Guinea,1410.0,2110.0,8300.0,0.23,0.2,0.53,0.1,0.05,1.221122,1.019952
Guinea-Bissau,223.0,356.0,1090.0,0.06,0.05,0.14,0.03,0.01,1.205098,0.905183
Guyana,1110.0,1660.0,2430.0,0.34,0.1,0.24,0.04,0.01,6.916689,1.476691
Haiti,1440.0,2230.0,7790.0,0.17,0.27,1.15,0.38,0.25,1.237459,0.792063
Honduras,2610.0,7810.0,6220.0,2.32,0.71,2.25,1.88,0.65,2.256046,0.6104
Hong Kong,444.0,2050.0,43200.0,29.56,1.74,6.12,3.92,0.59,6.691626,0.163885
Hungary,7940.0,9660.0,59700.0,18.36,17.39,11.79,7.17,5.04,7.665494,0.345349
Iceland,370.0,505.0,3140.0,0.01,0.73,0.67,0.83,0.93,13.61818,0.345266
India,200000.0,717000.0,1270000.0,561.4,133.76,114.67,269.87,131.06,1.915228,0.594812
Indonesia,69000.0,364000.0,227000.0,92.94,42.31,70.64,112.72,41.38,2.912885,0.42657
Iran,35900.0,148000.0,469000.0,97.12,124.35,104.93,91.33,50.18,9.270247,0.637144
Iraq,5110.0,46400.0,91400.0,24.18,12.6,26.05,10.34,15.93,5.289862,0.485644
Ireland,7240.0,18500.0,47700.0,15.13,10.52,12.65,5.95,3.03,17.4508,0.37483
"Israel and Palestine, State of",2270.0,5790.0,62200.0,38.39,4.08,13.47,2.87,3.35,10.63496,0.384342
Italy,25400.0,47400.0,499000.0,158.66,89.23,122.96,85.54,41.81,9.715395,0.26579
Jamaica,581.0,2020.0,10600.0,4.29,0.53,2.21,3.26,0.35,4.82238,0.572132
Japan,24700.0,52200.0,1300000.0,507.21,151.58,232.33,286.82,98.92,10.69508,0.317729
Jordan,850.0,2680.0,19900.0,6.42,3.23,4.85,3.42,1.83,4.107303,0.465971
Kazakhstan,12600.0,48200.0,173000.0,79.55,9.78,9.55,58.01,25.48,15.02842,0.924831
Kenya,8930.0,9870.0,31300.0,1.5,1.04,2.86,2.09,1.3,1.388646,0.624925
Kiribati,4.77,24.0,28.6,0.02,0.0,0.01,0.0,0.0,0.622,0.353898
North Korea,2930.0,24600.0,79600.0,12.19,14.55,1.3,47.3,4.23,4.481762,891.4047
South Korea,12800.0,36300.0,515000.0,206.76,68.92,86.06,95.82,57.37,11.57294,0.458798
Kuwait,736.0,25500.0,75300.0,35.28,0.43,8.16,20.87,10.47,44.58067,0.477154
Kyrgyzstan,1180.0,4540.0,4280.0,2.08,0.98,1.09,0.74,0.58,1.969058,0.817246
Laos,1670.0,1510.0,7830.0,0.29,0.02,0.11,0.48,0.14,1.912812,0.648827
Latvia,1210.0,2200.0,8250.0,2.21,1.25,3.0,1.12,0.66,5.177986,0.302191
Lebanon,811.0,1900.0,16500.0,7.36,1.31,4.05,1.75,2.04,4.822399,0.393092
Lesotho,241.0,572.0,1550.0,0.04,0.03,0.08,0.02,0.01,1.213349,0.678081
Liberia,255.0,582.0,1440.0,0.09,0.08,0.2,0.04,0.08,0.697348,1.167784
Libya,1280.0,56600.0,30700.0,20.64,2.46,12.75,7.15,13.71,15.29831,0.587137
Lithuania,4250.0,4510.0,14000.0,3.85,1.19,4.06,3.33,1.64,6.816449,0.374881
Luxembourg,275.0,520.0,12200.0,1.35,1.66,7.2,1.27,0.67,28.28707,0.318951
Macao,17.2,182.0,2080.0,0.76,0.08,0.52,0.25,0.01,4.723547,0.07357
Macedonia,484.0,1730.0,9670.0,5.87,0.63,1.02,1.41,0.78,5.770988,0.614925
Madagascar,2100.0,5730.0,18400.0,0.53,0.39,0.98,0.2,0.13,1.432385,1.02948
Malawi,1260.0,2210.0,4280.0,0.55,0.18,0.39,0.13,0.18,0.594168,0.707388
Malaysia,10900.0,44500.0,178000.0,54.75,4.62,40.7,55.76,26.68,9.106183,0.489644
Maldives,15.8,40.6,539.0,0.23,0.02,0.15,0.07,0.0,1.868562,0.232274
Mali,1130.0,5220.0,14400.0,0.07,0.1,0.23,0.06,0.07,1.621113,1.269139
Malta,63.0,144.0,2770.0,2.34,0.06,0.32,0.0,0.04,7.317445,0.288973
Mauritania,1640.0,2100.0,6460.0,0.6,0.53,1.37,0.25,0.15,3.258206,1.091217
Mauritius,159.0,398.0,2270.0,1.57,0.19,0.86,0.35,0.02,2.31623,0.180576
Mexico,91900.0,123000.0,418000.0,134.84,31.85,130.23,115.43,35.82,5.832298,0.382023
Moldova,732.0,2020.0,8460.0,3.78,1.74,1.19,1.0,0.43,2.695938,0.939805
Mongolia,3520.0,9750.0,8720.0,7.66,1.55,1.03,0.75,0.1,8.702836,1.439347
Morocco,5640.0,12800.0,46400.0,16.27,5.65,10.2,7.1,5.15,2.123671,0.390627
Mozambique,2300.0,2710.0,9080.0,0.02,0.2,1.04,0.26,1.19,0.673341,0.907055
Myanmar,11100.0,12600.0,79300.0,2.4,0.75,4.7,2.72,0.57,2.124168,1.206922
Namibia,2350.0,2300.0,5010.0,0.04,0.69,1.54,0.22,0.01,4.750054,0.654765
Nepal,3370.0,3990.0,27000.0,0.01,1.2,0.84,1.02,0.22,1.341492,0.795611
Netherlands,13900.0,24700.0,181000.0,60.48,37.11,34.42,35.03,14.38,13.38852,0.307137
New Caledonia,106.0,239.0,1900.0,0.9,0.08,0.48,0.93,0.07,9.652781,0.584976
New Zealand,12200.0,37100.0,35300.0,10.4,3.37,13.53,6.41,3.03,20.46081,0.637777
Nicaragua,3000.0,4320.0,6630.0,1.48,0.35,1.45,0.74,0.28,2.593866,0.683756
Niger,1410.0,5560.0,15200.0,0.25,0.03,0.4,0.06,0.06,1.625446,2.133707
Nigeria,24300.0,98800.0,184000.0,7.96,5.74,28.65,14.06,43.79,2.213461,0.532699
Norway,4280.0,21500.0,44300.0,0.7,3.57,13.07,17.16,9.69,15.11325,0.238436
Oman,763.0,34900.0,21900.0,8.82,1.63,3.61,11.12,7.79,22.93022,0.552978
Pakistan,40200.0,134000.0,147000.0,35.9,13.4,27.2,38.48,15.39,2.083353,0.519989
Palau,0.61,1.92,26.7,0.82,0.09,0.55,0.27,0.0,1.467461,0.099174
Panama,1150.0,3700.0,7170.0,1.62,0.44,2.86,1.86,0.43,3.608371,0.312534
Papua New Guinea,650.0,2850.0,5110.0,1.74,0.38,1.03,0.5,0.72,1.363416,0.775096
Paraguay,3930.0,5980.0,16300.0,0.0,0.19,3.05,0.23,0.46,4.528212,0.738997
Peru,6370.0,20700.0,31800.0,5.38,3.07,10.08,10.1,3.06,2.130266,0.283168
Philippines,11500.0,82100.0,62100.0,28.23,5.19,25.16,12.93,9.76,1.803976,0.377636
Poland,27400.0,67100.0,308000.0,166.42,55.02,34.51,40.42,19.88,10.49737,0.620839
Portugal,3930.0,12500.0,68100.0,25.32,6.59,19.07,10.4,6.69,7.998671,0.30092
Puerto Rico,201.0,1010.0,2540.0,1.24,0.3,0.03,0.01,0.7,0.994773,0.026174
Qatar,301.0,43600.0,27900.0,8.94,0.16,4.73,19.37,10.23,83.01875,0.74705
Romania,10300.0,21600.0,105000.0,40.45,11.08,12.06,29.03,12.09,6.386156,0.449841
Russia,62300.0,383000.0,1620000.0,887.79,158.26,220.87,214.72,252.31,14.40027,0.74462
Rwanda,961.0,1000.0,3250.0,0.15,0.13,0.34,0.06,0.07,0.579303,0.567812
Saint Kitts and Nevis,16.0,24.5,141.0,0.03,0.01,0.02,0.0,0.0,3.73247,0.175352
Saint Lucia,31.9,55.2,410.0,0.07,0.02,0.05,0.01,0.0,3.035354,0.290178
Saint Vincent and the Grenadines,20.8,41.1,257.0,0.04,0.01,0.03,0.0,0.0,2.93562,0.314655
Samoa,38.9,115.0,155.0,0.06,0.01,0.04,0.02,0.0,1.716583,0.321788
Sao Tome and Principe,8.81,39.6,52.0,0.01,0.01,0.03,0.01,0.0,0.645004,0.28112
Saudi Arabia,7490.0,75300.0,308000.0,131.17,4.04,75.75,87.04,41.43,16.36137,0.406964
Senegal,2510.0,5800.0,7520.0,1.91,0.44,1.46,0.82,1.17,1.406792,0.664474
Serbia and Montenegro,3780.0,9850.0,61000.0,39.26,3.35,7.85,7.68,3.36,7.59119,0.769639
Seychelles,13.9,57.3,317.0,0.15,0.13,0.34,0.06,0.0,4.370693,0.263028
Sierra Leone,513.0,894.0,3360.0,0.09,0.08,0.2,0.04,0.1,0.84307,0.803008
Singapore,1720.0,2330.0,40600.0,19.69,0.52,5.59,12.06,5.13,9.946792,0.169125
Slovakia,3050.0,6230.0,43000.0,10.7,6.3,6.51,13.75,4.94,9.674526,0.499263
Slovenia,1090.0,3820.0,18300.0,6.29,2.46,4.31,2.38,2.86,11.64698,0.434818
Solomon Islands,113.0,161.0,270.0,0.08,0.01,0.06,0.03,0.01,1.155983,0.723717
Somalia,947.0,5900.0,20300.0,0.16,0.14,0.36,0.07,0.03,2.605741,6.119492
South Africa,21300.0,75800.0,372000.0,210.29,25.11,43.2,93.71,60.86,9.61956,0.889921
Spain and Andorra,23600.0,42800.0,369000.0,116.4,37.26,109.25,70.78,35.26,9.887491,0.298831
Sri Lanka,2150.0,14500.0,11600.0,4.49,1.24,6.32,1.36,1.03,1.447906,0.223416
Sudan and South Sudan,10500.0,26600.0,68900.0,2.38,1.36,4.91,1.21,0.91,2.718842,1.001331
Suriname,176.0,568.0,1820.0,0.68,0.38,0.5,0.09,0.03,5.146645,0.419943
Swaziland,463.0,494.0,1460.0,1.0,0.15,0.2,0.18,0.01,2.188043,0.298717
Sweden,12300.0,13300.0,55900.0,9.13,4.61,22.42,12.95,6.77,9.022196,0.21916
Switzerland and Liechtenstein,2230.0,5820.0,47800.0,3.05,17.72,16.57,6.66,3.16,7.538799,0.147048
Syria,6430.0,16800.0,58900.0,21.38,10.26,13.63,8.2,5.12,4.489676,0.845163
Taiwan,5110.0,10100.0,271000.0,147.22,11.74,37.75,56.98,15.41,12.67387,0.352036
Tajikistan,1210.0,4110.0,3290.0,0.59,1.63,0.12,0.0,0.92,1.255343,0.73597
Tanzania,5700.0,11100.0,32500.0,1.35,0.55,2.7,0.45,0.73,1.251834,0.707573
Thailand,17500.0,101000.0,226000.0,71.47,14.98,54.95,58.78,25.43,5.271367,0.456847
Timor-Leste,251.0,182.0,1250.0,0.06,0.01,0.04,0.02,0.15,1.637667,1.240999
Togo,721.0,1330.0,3260.0,0.07,0.19,0.61,0.09,0.36,0.934582,0.791668
Tonga,23.7,67.3,156.0,0.06,0.01,0.04,0.02,0.0,2.446288,0.488744
Trinidad and Tobago,243.0,13300.0,34500.0,5.39,0.42,2.15,9.58,16.91,36.99875,1.41634
Tunisia,2310.0,8060.0,23400.0,5.96,4.15,4.59,4.77,3.88,3.341459,0.377923
Turkey,30000.0,77000.0,247000.0,74.51,43.02,36.94,62.03,29.66,5.21381,0.344343
Turkmenistan,4450.0,37900.0,53100.0,11.62,20.0,8.64,7.84,4.76,20.07647,3.090683
Turks and Caicos Islands,0.58,12.3,35.3,0.0,0.0,0.0,0.0,0.0,1.825041,0.146742
Uganda,3280.0,6020.0,16600.0,0.28,0.25,0.64,0.12,0.37,0.908543,0.740679
Ukraine,19900.0,66200.0,353000.0,128.89,49.78,30.59,84.74,60.44,9.368545,1.28316
United Arab Emirates,1630.0,28900.0,119000.0,51.47,0.13,22.75,36.78,11.27,32.73783,0.352221
United Kingdom,26100.0,92900.0,558000.0,203.73,106.12,127.2,94.54,29.95,11.22224,0.304152
United States,298000.0,608000.0,5950000.0,2522.59,626.78,1807.71,745.62,268.87,23.23882,0.466218
Uruguay,5510.0,6690.0,23200.0,0.8,1.09,2.3,0.96,0.33,10.63519,0.82035
Uzbekistan,9230.0,47100.0,116000.0,36.39,42.62,8.73,19.39,9.25,6.515846,2.173796
Vanuatu,68.3,104.0,304.0,0.03,0.0,0.02,0.01,0.0,2.27386,0.871771
Venezuela,11900.0,70900.0,164000.0,22.0,8.35,42.23,64.58,15.31,9.207925,0.616425
Viet Nam,19100.0,99600.0,101000.0,24.28,11.52,19.25,24.06,20.11,2.601797,0.765161
Virgin Islands,4.53,12.2,64.2,0.01,0.0,0.01,0.0,0.0,3.490565,0.11764
Yemen,3970.0,13600.0,21800.0,4.05,5.17,5.57,4.05,2.93,1.909043,0.455106
Zambia,2360.0,5970.0,8440.0,0.06,0.2,0.99,0.87,0.34,1.392617,0.56077
Zimbabwe,4090.0,11100.0,11400.0,5.99,1.28,1.32,1.68,1.11,2.061136,1.238344
