Country,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita
Afghanistan,2780.0,2470.0,11300.0,0.34,0.05,0.16,0.09,0.2,0.755036,0.707912
Albania,918.0,3170.0,3960.0,0.28,1.17,1.77,0.53,0.27,2.58081,0.448336
Algeria,4370.0,86400.0,68700.0,17.55,9.89,19.36,21.34,18.43,4.984933,0.460445
Angola,3110.0,16000.0,34400.0,0.82,1.2,1.48,2.0,10.53,3.048314,0.956359
Anguilla,0.21,3.14,10.9,0.0,0.0,0.01,0.0,0.0,1.215132,0.07053
Antigua and Barbuda,19.2,49.2,286.0,0.11,0.05,0.07,0.02,0.0,4.106189,0.237119
Argentina,41800.0,122000.0,131000.0,22.0,24.73,34.07,40.83,11.48,7.75902,1.071037
Armenia,426.0,1720.0,3200.0,0.92,0.65,0.54,0.8,0.29,1.760229,0.480206
Australia,45900.0,127000.0,382000.0,203.12,16.18,76.13,53.51,19.49,28.49543,0.77652
Austria,4430.0,11200.0,74500.0,14.98,13.35,21.93,17.23,6.72,11.07035,0.282715
Azerbaijan,2080.0,10200.0,26500.0,12.65,5.59,2.93,4.35,0.97,4.687135,0.888991
Bahamas,69.7,174.0,2480.0,0.71,0.32,0.47,0.11,0.01,8.812288,0.335622
Bahrain,133.0,3150.0,17500.0,12.38,0.19,1.79,2.83,2.03,28.23604,0.649913
Bangladesh,19100.0,33600.0,103000.0,11.32,6.23,3.86,5.14,6.56,1.136107,0.660522
Barbados,56.1,119.0,1190.0,1.56,0.17,0.22,0.08,0.12,5.034504,0.356119
Belarus,8600.0,14400.0,56900.0,31.69,6.99,6.61,5.49,5.89,8.144305,0.994494
Belgium,8750.0,16700.0,118000.0,24.11,28.24,25.23,30.01,10.9,13.82075,0.36958
Belize,116.0,180.0,789.0,0.18,0.08,0.12,0.03,0.0,4.138773,0.57152
Benin,1330.0,2170.0,3710.0,0.07,0.62,1.18,0.15,0.15,0.98872,0.571699
